,댓글,예측,실제
2130,중국은 아니다 ㅂㅅ아 ㅁㅈㅎ,0,1
2142,어차피 나 태어나기고 전에 일근데 심하게 일뽕냄새나서 ㅁㅈㅎ,0,1
2143,기럭지 ㅈㄴ 우월한거보소,0,1
2145,ㅅㅂ 뭔말인가 했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그런건 그냥 좀 넘어가자 이새끼야 ㅋㅋㅋ따봉주고감,1,0
2148,자세히보니 도끼지국도 있네,1,0
2153,삼가 일 고게이의 명복을 액션빔,0,1
2187,ㅋㅋ 검열도 보지 헐대로 헐어서 느낌도없는 50대 상폐년이하겠지 같잖다 ㄹㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
2191,웹서핑을 통해 다운받은 것으로 확인되며 ㅋㅋㅋㅋㅋㅋㅋ 자랑입니까 더러워 죽겠네 역겨워 올린 이가 대표라던데 페이스북에서는 말 돌리고 뭐하는 겁니까 이 사과문에도 정작 누구의 책임인지는 안 적혀 있고 본 팀으로 적혀있네 ㅋㅋㅋㅋㅋ,0,1
2204,너넨 치파오 있자나,1,0
2207,그건 모든 이루베춘들이 다 알고있는 실체라 안잡혀감노,0,1
2213,존나 우낌 아직 언변이 깔끔하기까지 하진 않지만 우낀 부분은 정말 웃김,1,0
2217,전라국 음식임 한국 음식 아님,0,1
2220,60대할배가 20대영계랑 ㅅㅅ까지하고 돈까지 받는다고진짜 개오진다,0,1
2228,ㅋㅋ 그게 왜너 같은 애들 보면 좌파같음세상은 애플이 1등인거 여전 하고삼성은 완전 몰락중인게 뻔히 판매량으로 보여지는데 ㅋㅋㅋ무슨 놈의 아직도 좆플타령 ㅋㅋㅋ현실은 대한민국 삼성포함 모든기업 합쳐도애플 시총 못이김ㅋㅋㅋ,1,0
2232,뭐한다고 재벌이 숏다리 김치녀몸매의 표본인 송혜교를 스폰하냐 ㅁㅈㅎ,0,1
2235,삼키지말라구 띨빵이야,1,0
2239,일게이들하고는 의향과는 달리이미 미하원네덜란드의회유럽의회캐나다의회등 전세계적으로 115건이 위안부결의안 의결되었음그리고 유엔 인권위도 위안부 권고가 통과되었음이미 부정하기엔 너무 확정적이어서일본정부 공식입장은 고노담화에 따른 사과인건아냐 우익들하고 정치인들이 고노담화 수정하겠다고 떠들지만수정 후폭풍이 너무 커서 못건들고 있음일본정부공식입정사과 실질적인 행동증거있냐조까,0,1
2257,이근이나 빨어,1,0
2273,이새끼는 진짜네 ㅋㅋㅋ,1,0
2288,자한당 바미당 해산이 답입니다 이적행위 세금충은 축출 척결하고 토착왜구 박멸해야만 기회주의자들이 사라질거라 확신합니다,0,1
2289,ㅇㅂ고담2야 이거 지우지마라 ㅆ바꺼,0,1
2313,너네가 무슨 사회에 적응을 해 매장을 당해라,0,1
2317,단백질 보충제 미숫가루 때문에 우유 존나 사다 쳐먹는데노무 비싸다 ㅠㅠ,1,0
2329,당연히 적응 못하지 누가 전과자 니들하고 일하고 직원 쓰겠냐 그냥 살다 나와서 조용 히 죽어,0,1
2331,문재앙 정권과 415부정선거를 겪고 나니전두환이 대천사 미카엘 엔젤 두환이라는 사실을 알게 됨,0,1
2337,개굴개굴 하핫,1,0
2344,낳든 말든 뭔상관이야 지들 인생이나 잘살지,0,1
2360,ㅋㅋㅋ 태극기 구울새끼 가세연이나 보고 딸이나쳐라,1,0
2362,채노박은 없노,0,1
2381,통째로 자연나무 기둥으로 쓰는건 대담해보이긴 하네 건조같은거 제대로 될리가 없긴하다만,1,0
2392,잘 나와야 80프로가 아니다미국은 나 선거하겠다 하고 사전등록후 투표하는시스템이라100프로 가까이 나와도 이상할게없다물론 넘으면 문제다투표할 마음이 없는 사람은 걍 등록조차 안하기 때문에 포함이 되질않음그리고 나도 물론 짱퀴벌레 묻은 부정선거라고 생각함,1,0
2408,이미지 정치 하다가 지금 폭망하는데도 문재앙이나 이나겨니 형보수지 같은 새기들 계속 뽑는다 ㅆㅂ,1,0
2425,나도 그생각 ㅋㅋ 알바는 여자가 답인듯 ㅋㅋ,0,1
2442,놀고있네 악마,0,1
2463,안전화 갱,1,0
2468,ㅎㅅㅎ도 대준거임,0,1
2470,빠순이 순기능이노,0,1
2475,듣도보도 못한 나라에서 어깨피고 다니누 ㅋㅋㅋ 선진국에서는 안만나주노 ㅋㅋㅋㅋ,0,1
2479,소통 좋아하네 이나라에서 제발 꺼지기나 해라,0,1
2484,방시혁이 쇼미더머니 우승하는소리하고 자빠졌네 끄지라,0,1
2508,이런건 일베 제발 좀 신고해서 좌빨들 미국 입국 금지 협조좀 해줘라,1,0
2513,전세 못빼줘서 대위변제 넘어간 집중에 파산해서경매 넘어간 건 7000억 중에 경매 낙찰이 600억대밖에 안됐다즉 지금 가격은 경매가로도 알짜배기 아니면 안팔리는가격이라는 얘기다생명은 소중한거다 함부로 걸지마라불리한 시점에서 걸지마라 물량 떠넘기고 튀려는 검머외조선족들의 먹이가 되지마라,0,1
2525,ㅠ감옥에서 죽어서 나오겠네 ㅠㅠ,1,0
2541,훌륭하다그렇게 고생했는데 나눌줄도알고180음식쓰레기들이랑은 차원이다르네,0,1
2543,광주는 김대중 석방을 위해 내전을 일으켰기 때문에 폭력이 정당화 안되는 거고 미국민이 총을 든이유는 독립과 기본권을 짓밟는 독재자가 나타났을때 총을 들라고 해서 정당한 것임 미국의 핵무기중에 미니트맨이라는 것이 있는데 미니트맨은 독립전쟁때 수분이면 집합가능했던 미국의 민병대를 말하는 것임 이 민병대가 평소 사냥술로 단련되고 지역의 지리를 꿔고 있어서 영국 정규군을 물리친것임 미국은 민병들의 무장의 효용성을 잘알아서 침략자들이 처들어 올때나 독재자가 다시 나타날것에 기본권을 지키라고 대비해 총기소유를 허용한것임,1,0
2544,저거 하는 짓거리 보면 20대같은데 죄가 크다 지금 이시대에선3천만원정도가 맞다 5001000은 니미 이걸로 끝날 죄목이 아님 ㅋㅋ,0,1
2553,저런새끼는 죽여도 1도 양심의가책 느낄필요없다,1,0
2557,조선놈들이 다 그렇지모 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
2558,놀구있네 이제 어쩔겁니까전국적으로 다퍼졌는데당신 가족도 코로나에걸려서 죽었으면좋겠네요,0,1
2561,네 인생이 노잼이다,0,1
2580,꺼져 ㅡㅡ,1,0
2584,홍어 좆족 짱퀴벌레 새끼들 반박은 못하고 틀무새짓하노ㅋㅋ앵무새새끼들 한꺼번에 좆됐으면 좋겠다 ㅋㅋ,1,0
2586,늙은 정치인들 후진 센스로 미개대중들 점수따려하니저런 정책이 나오는거지여야 구별없이 늙은 고인물 정치인 최소 70강제적출해야 나라가 젊어지고 산다,1,0
2601,진짜 연여인도 결국에는 책도 읽고 머가리에 든 거 많아서 생각이 바른 사람들이 살아남는듯저런 텅텅 머가리들은 중고딩에서 배움이 멈춰서 나이 30을 먹든 40을 먹든 그냥 머가리 수준은 중고딩 수준임저거는 인성 문제가 아니라 못배우고 머가리는 텅텅 비었는 사람이 갑자기 예쁘다고 띄워주고 유명해지니까 처신하는 방법 자체를 모르는거임저런 행동이 결국 자신에게 돌아온다는 배움이 없다 쟤는,0,1
2613,미오쨩 내가 3년전에 3구멍 모두 돌림빵하고 버렷다,0,1
2624,밖에는 더 치열하게 살거든당신들이 만든 사회악으로 인해 불안에 떨어야하며 살아가고 있거든잘못된길을 갔다면 칭얼대지말고 당신들이 알아서 일어나당신들한테 왜 특혜를줘야해 웃기지도않어ㅡㅡ,1,0
2636,ㅋㅋㅋㅋㅋㅋ ㄹㅇ 얘는 처신 존나 잘하는것같음ㅋㅋㅋㅋㅋ 요즘 러시아 존나 조용하자너,1,0
2660,성광님 악플러들 다 신고해버리세요 저것들은 인간새끼도 아니에요 동료분 잘보내드리시고 악플러들 자기가 한 일 후회하게 해주세요,1,0
2676,틀니특징 드립칠 대가리가 없어서 남에꺼 배껴다가 그대로 씀 ㅋㅋㅋ 노땅이라 독창성이 제로,0,1
2714,레딧 구석탱이에서나 좀 쓰는짤일듯 ㅁㅈㅎ,0,1
2717,이기 일국대통이 ㅅㅍ,0,1
2724,행복해 널 언급할수있기에,1,0
2737,세월파이터들 ㅋㅋ,0,1
2743,하 휴가 여기로 가까충청,1,0
2748,ㄴㅇㅁ ㅂㅈ에있음 ㅋㅋ,0,1
2749,강제 사돈니기미,0,1
2755,조까는 소리 ㅁㅈㅎ유일하게 챙겨보는 예능이 놀리운토요일인데거기 나와서 문재인대통령님이라고 님짜 몇번을 강조하고지코한테 북한 갔다올만하다는 식으로 말하는거 듣고 박지선 손절했었는데뭔 정치색을 안드러내,0,1
2766,좆럼프 거르고 한국 언론은 통폐합하고 사지를 찢어야 함,1,0
2795,말 좀 조심해라 거 노예가 뭐냐대체노예상이겠지,0,1
2820,ㅇㅇ수고고생많노 복받아라 일름보 벷츙아 ㅋㅋ,1,0
2860,국회연설하는데온갖 잡놈들 까지 다 기어들어오냐오는놈들은 한정정해져있는데총을 들고가는거면그건 이상한 일 아닐까역대 대통령이 다 그러했다면당연한거겠지만 그것도 어니라면국회의원을 수상한 사람들로 인삭하고 다닌다는건데엄청 이상한거지,0,1
2861,박근혜때 밀어부치다 반대가 심해 중단됐지좌파정권 무자비함 느껴봐라,0,1
2869,영은문 없앤건 이완용임 ㅁㅈㅎ,0,1
2879,주식 1주도 명박이가 없는데 우리법 연구회 좌빨 판사가 으따 실소유주는 명박이랑께 이러면서 감방 보내버림그걸 대법원에서 확정한거치매 걸린 독재자가 존재하고 부정선거 대놓고 하는 아프리카 미개 독재국에서나 나올법한 우덜식 판결임,0,1
2881,민경욱 대통령 돠겠노이기 ㅋㅋㅋ,1,0
2882,저 분 뉘이신지 모르겠지만 하나도 안닮았음 화남,0,1
2886,문재앙도 당선축하한다고 메세지보내고 강경화도 바이든캠프 접촉하려고 떠나지않았노ㅋㅋㅋ 저기에 재앙이도 하나 넣어라 이기,1,0
2893,자살안당한것만이라도 다행이다 도망잘갔다,0,1
2897,근데 맹박이는 우파 정권 되어도 여적죄로 감방가야 하는게 맞아서 ㅁㅈㅎ,0,1
2907,저기 나열된 놈들 중에서 해처먹지 않은 놈 있냐누가 보면 아무 죄 없는 놈들 자유당 시절마냥 때려 잡아 처넣은줄 알겠다억울하면 다음 정권에서 응징하면 되는것이지 죄 짓고 정치보복한다고 이빨까냐,0,1
2935,나훈아도 곧 암살당할듯 ㅋㅋㅋ,0,1
2950,어휴 븅신들 미베인은 끝난 데이터 가지고 분석하는 사람인데 아직 안끝난 선거자료 가지고 뭘 하라고,1,0
2956,새꺄 해외로 튀면 인증해라 그래야 안심이 된다,1,0
2968,문재앙 보유국 든든하다 이기야,1,0
2974,뉴욕 놈 예뿐고,1,0
2979,점점 문재인이 보임ㅋ 쾡한눈 밉상주딩이,0,1
3002,반미 반일은 존나하지만 뭐필요하면 미국 일번 선진국은 어짜고 ㅋㅋㅋ,1,0
3021,스시생과일오렌지쥬스유럽생수 밑에 딱 깔려 있는데컵라면 서민코스프레 지겹따국민이 개돼지다,0,1
3024,개소리인게 ㅋㅋㅋ성대가 삼성지원받는데 고려대넘기냐삼성이 경대밀어줬는데 지금 위치가어디임 ㅋㅋ중대가 두산지원받았을때 체급넘겨서 서성한이랑 비빔,0,1
3054,ㅋㅋㅋㅋㅋㅋ ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋ kbsㅋㅋㅋㅋㅋㅋㅋㅋㅋ 훈아형 말 안듣노,0,1
3059,괜히 전라도가 까이는 거시 아니여,0,1
3061,와꾸쪽인듯 이빨은 걍 첨 분위기 어색하지 않을 정도만,0,1
3074,아동학대 데이트폭력 성폭력제발 좀 처벌 강하게,1,0
3083,락하면 ft아일랜드 씨엔블루 아니냐이기야,0,1
3096,씨벌럼보소 국정원 지하실에서 녹음중인 분한테,1,0
3100,강시 존나 볼품 없네 ㅋㅋㅋㅋㅋ,1,0
3118,이재용이 잡범이랑 같은 방을 쓴다고 말이안됨 당연히 독방이지 범털은 버스에서도 누구 옆에 안 앉힌다교도소 근처에도 안가본 기자년이 소설쓴거임,0,1
3125,당신 영어할줄알아 ㅋㅋ,1,0
3126,zzzzzzzzzzzzzzzzzzzzzz 최근 한달동안 일베중에 제일 꿀잼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0
3130,악 나도 강동구 빡세다 학교다니기,1,0
3151,넹 날려도 ㄱㅊ 그냥 딱 5개년치 1회독 하고갔어요 저도,1,0
3164,찌꺼기 그거라도 고맙게 처먹으란 얘기자나,0,1
3168,게이들아 중국 자본 들어올거란 선동에 속지마라20152018까지 중국자본이 3조미국자본이 2조 정도 사들였고그거 이번에 고점에 다 물려있다전세금 못빼줘서 손절하고 도망가는 외국인이 늘고있다문정부 정책은 공산화를 위한 외자몰수 같은 개념임이번 건은 통빨망 과학법칙 적용된다진실은 일베 선동 정반대다httpmnkbscokrmobilenewsviewdoncd4508648httpsnnewsnavercomarticle0320003038145,0,1
3169,22년 살아온 엠창 인생썰ssul,0,1
3170,바퀴벌레보다 더하네,1,0
3171,아니 참 진짜 모르면서 왜 자꾸 우기냐발코니랑 연결되는 창문만 구현해놓은 평면도잖아 왜 아는척을해벽면에 창문 안그려놨는데 뭔 개소리야,0,1
3177,우리나라도 대통령 2세랑 연예인 떡치기가 만연하겠지 귀걸이 새키 좀나 부럽다ㅜㅜ,0,1
3178,송장냄새 나는 67세의 페미영감 조개냄새에 취하는 것이 그렇게도 좋소,0,1
3180,티모가 아니라 노알라거든욧 ㅂㄷㅂㄷ,0,1
3185,이글 퍼간다 이기,1,0
3194,문재인은 좋겠다 지지율을 올릴수 있는 좋은 기회가 또 왔다 우환폐렴이 2차 확산이 진행중이다 아니 그전 보다 더 악화 될지도 모른다는 보고도 있다 문재인씨 역병이 퍼지고 있으니 최선을 다하는 모습을 보여주면 지지율이 또 올라 갈것입니다 병주고 약주고 국민들은 병주는 부분에 대해서는 일절 말하지 않고 약만 열심히 주면 쉽게 감동합니다 문재인씨 잘 알죠 너 그것으로 지금까지 쳐 먹어 왔으니까,0,1
3237,10년전에도 청주였구만 ㅂㅅ아,0,1
3238,놔둬봐라 회시아냐 호구 남자 하나 물어올지,0,1
3250,부모님을 애미 애비라고 표현하는 너도 정상은 아닌거 같다 누나나 다름없을듯ㅋㅋㅋ,0,1
3269,장모종 박완규 ㅋㅋ,0,1
3286,아는척 개 쩌네 ㅋㅋㅋㅋㅋㅋㅋㅋ 나 이분이랑 술도 한번 마셔봤는데 ㅋㅋㅋㅋㅋㅋㅋ호남은 개 뿔 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
3296,마지막문장이 대박이네 ㅋㅋㅋ 나 방금 주식대박나서 나인원 사는상상함 고맙다 게이야,0,1
3299,차노박은 장례식장에도 직접 와서 혼자서 인터뷰 10분했어,0,1
3321,척좀 그만하자,0,1
3326,이런거보면 조선놈들 사대주의한게 사실인듯,0,1
3354,이슬람이 살기좋고 처벌약하고 pc충들이 가득한 만만한 유럽상대로나 저렇지무대뽀 중국공산당한테는 ㅋㅋㅋㅋㅋㅋ그래도 이슬람vs중국공산당 ㅋㅋ 꿈이 이루어졌으면 좋겠네,0,1
3365,꺼져 ㅡㅡ,1,0
3369,개히바락 뻘건쇠키,0,1
3371,극혐 다신 안들어옴,1,0
3386,니가 전라도에 있는 조선대학교 교수라고 치자선배 교수의 딸이 조선대학교를 다니는데 공부를 거의 안해도 대체적으로 좋은 성적을 줄게 뻔하고그리고 공부 못하는 돌대가리라도 그냥 합격시켜주지 않겠냐비리 천국인 전라도에서 못할게 뭐가 있겠냐우리나라에는 학벌 비리들이 많고 대학교 들어가는 루트만 3000여개나 된다고 하더라이번에 518유공자 자녀들이 서울대든 연세대에 대거 입학했다지이런 케이스들이 한둘이 아님 지금까지 불법적으로 들어간 것만 해도 수백명 이상은 족히 되고도 남을거다,0,1
3389,어휴 씨발 내가 저때 의경이라 매주 주말만 되면 부산에서 서울까지 존나 불편한 경찰버스로 왕복했음 버스 의자 존나 불편해서 소대 1명은 저때 허리디스크 걸림,1,0
3396,니말에 동조해주는건데 피해의식 오지네 ㅋㅋ 고향 전라도냐,0,1
3399,애들 한테 이 팩트 알려주면 날 존나게 매도하더라,0,1
3410,몽골놈들 가진건 힘 허세 아는척 세가지다,1,0
3427,끼잉 낑낑낑,1,0
3435,이야무현이 개잘생겼노,0,1
3459,곶감 협회가 너희 집으로 곧 감엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0
3503,흙수저만 군대를가고 외노자들도 안가는군대군전역증 노예인증,1,0
3514,조정래 한길사 인세구글에서 이 정도만 쳐도 관련 기사와 글들이 쏟아지는구만 무슨암튼 두 좌빨들 서로 소송전 벌이다가 둘다 뒤가 구려서 취하했다나 어쨌다나 ㅇㅇ,1,0
3525,통수맞으면 ㅇㅂ보증수표임 일게이한테 중고나라 사기먹었다 ㅇㅈㄹ하면 ㅇㅂ임 ㅋㅋ,1,0
3527,우리 소대장 생각나네 일은 존나 못하고 중대장에게 존나 까이면 우리생활관와서 혼자 울고,1,0
3537,이 새끼말 번역내가 어느날 휴대전화를 만든다고 치자카메라 부품도 필요하고GPS 부품도 들어가야 하겠고어플리케이션도 만들고물리적인 버튼도 SW적인 버튼으로 대체시켜야지이것들을 다른곳으로부터 가져와서 단순히 조립해 만드는 놈이 대단할까카메라 GPS 앱 등 휴대전화의 본질을 이루는 각 구성요소들의 세부 설계를 하는놈이 더 대단할까,1,0
3542,문재인이 떳다 재앙준비를 단단히하라 이거야,0,1
3563,남자시선이 없는곳에서 여자는 극악무도한 생명체다,0,1
3577,불나서 출동하는건 소수고 대부분은 룸쌀롱 소방점검이나 하는 새끼들요즘도 비슷할텐데 유흥업소들 대부분이 불법으로 개조해서소방점검 나오는 소방관들이 접대 1순위견찰들이야 불법영업 하는것만 안들키면 되는데소방점검은 나올때 마다 룸을 뽀갤수도 없곸ㅋㅋㅋㅋㅋㅋㅋ암튼 니들 망상하는 것 보다 훨씬 개꿀직업임ㅋㅋㅋㅋㅋㅋ,0,1
3604,검은옷게이 웃음터졌네,0,1
3606,난 속았을뿐이다 자위하것지,1,0
3608,대부분 어어 하다가 조국 꼬라지 보고 돌아서드라조국 새끼 꼬라지에 안 돌아서면 대가리 폼으로 달고 다니는 인간들이지,1,0
3611,허 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0
3622,여자지만 토나온다,0,1
3639,야이양반아 너 애비가 누구야,1,0
3640,노력은 가상하다만 정신병환자 같다 뇌내망상 오지네 ㅋㅋㅋㅋ,1,0
3650,저기 부대찌개는 두꺼지빕아님 하여튼 고마워 먹어보깨,1,0
3669,응 사실 내가 올해 바 시험 본 JD 졸업자라너 웬지 로퀴 냄새가 나서,1,0
3682,이런사람들은 마동석 같은 남자는 못죽인다 ㅋ,0,1
3705,ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 워터마크 지금봤다 ㅋㅋㅋㅋㅋㅋ개천재노 ㅋㅋ,0,1
3715,순진하넼ㅋ전라도를 모르넼,0,1
3722,ㅇㅇ 단원고 애들이 언제부터 일본인되부렀노,0,1
3736,동생인 게이가 이글을 쓴 이유누나가 안대줘서임,0,1
3739,검둥이 죽는날이 물건터는 축제날이였네블랙프라이 데이 ㅅㅂ,0,1
3741,라디오 특성상 남자청취자 보단 기집년들이 조낸 쳐 듣기땜에 발끈한거지아무래도 기집년들 피드백 활동이 더 활발하니 떼로 몰려들어 게시판 초토화 시키는 화력이 쩜,0,1
3780,국민정서를 즈그 좆대로 선긋네 씹선비새끼들 ㄹㅇ,1,0
3791,말은 존나게잘해요 ㅋㅋ 말만 잘해,1,0
3818,그전엔 낫닝겐ㅋㅋㅋ,0,1
3819,북괴나 짱개 러샤 봐바라걔들도 부의 계급이 존재한다단 1퍼가 ㅆㅆㅅㅌㅊ로 살고99퍼는 거지로 사는데너가 1퍼에 속하겠냐,0,1
3826,국민이 묻는다2019 국민과의 대화서울 상동구페미니스트여중생신상청소년녀들까지 페미니스트 만들게하고 잘도하는 짓 봐라,0,1
3834,ㅅㅂ 맞는말을해도 듣지않는게 딱 하앙이느낌이네 언니손절치세요 그친구,0,1
3838,쇼도 4년째하니깐 식상하네 정신차려,0,1
3839,망상장애다 워터마크에대해 트럼프가 단 한마디도 안했다 바이든이 승리선언한 마당에 왜 입다무는가,0,1
3847,살면서 유일하게 응우너하는 놈,0,1
3859,사라고 부른다 아주,1,0
3866,내가 뭐랫냐 공산당 윗대가리 탁상기획까라면 까야헌게 또는 돈은 쳐먹엇응게일선에서는 되도않는거 알면서 마지못해 저지른 놈들이 많을거시다 여기저기 증거가 마구 터져나오는 마데인차이나 개허접 날림 주작질그딴 개허접 사기극에 에고무셔 함시롱 허술하게 당할놈들은 근본무골 겁쟁이 좃선놈들 밖에 없다고 햇냐 안햇냐저거 담당한놈들도 지들 개허접 주작질이 좃선에서 통하는거 보고 내심 놀랏을거다 이 나라의 무골근성에,1,0
3868,편의점에 파는 쥬스팩에 든 우유는 뭔 처리한거냐존나 구수하던대,1,0
3869,미친것들 많다 진짜 상도덕이없노 자기는 못난 현실이라 자격지심 느끼고 저러나봄 제3자 어린 내가 봐도 한심한디 저 두번째 다렉보낸 사람은 알라나 지가 한심한걸 저렇게 오지랖피우며 남일에 관심 가지기 전에 자기관리나 좀 했으면,0,1
3874,아침부터 꼴리게 하누 ㅋㅋㅋㅋㅋ,0,1
3914,익명 너 멍청한 거 알았으니까 가서 빨던 보지나 마저 빨아라,1,0
3928,혜민스님 서울 노른자땅 뷰 좋은 곳 거주하시고 마음 치유학교에서는 타로상담도 하시던데 아 전생체험도 하심 이미 종교인의 범주는 훨씬 벗어난듯 나보다 더 속세에 살고 계심,0,1
3969,조선족이랑 선보면 안되냐,0,1
3970,ㅋㅋ 염보성 말하는거 개웃김 ㅋㅋ빌딩도 있고 존나 부자라며 염보가 ㅋㅋ,1,0
3974,저사람 창렬 아니고 창열인데,0,1
3991,후두부 맞으면 순간적으로 경정맥에 피안통해서 의식 잃는다쟤는 엎드려서 쳐맞아서 후두부만 존나게 맞아서 반격못한듯워낙 위험한 부위라 고대 그리스 권노들이나 쓰던 기술이고 현대 권투에서는 반칙기술이다,1,0
4003,세월호천막에서 3명이서 집단빠구리하는건 왜 없냐,0,1
4009,허언증 환자성형충섹스중독,1,0
4012,저 역겨운 배신자새끼는 17년이 아니라그냥 1700년을 때려가지고 후손들까지 감옥살이 시켜야되는데,1,0
4014,니말이 맞는거 같다 게이야,0,1
4016,능력도 안되는게 인상쓰지마 졸라 재수엄따,1,0
4025,솔직히 사람답게 살아야지,0,1
4043,김남국 쟨 그냥 사람이보면 모자라보인다 ㅋㅋ,0,1
4047,한국축구 ㅈ됐다,0,1
4065,시민단체등 싹다 조져야해좌우고 나발이고 다 썩어빠져서 세금 축내는 기생충 새끼들임초기화 시키고 관리주체부터 만들어서 일년에 한번씩 감사받고 기부금입출금 전부 온라인에 게시하고 기준미달은 즉시 운영전지시켜야 됨시민단체 없다고 불편한거 1도 없음,1,0
4071,아니 절대 하나만 해 계절 빡세,1,0
4084,레이디 가가 정도 급이 되도 ㅂㅈ 팔고 다녀야 하냐허어 ㅂㅈ의 삶이란 ㅋㅋㅋ,0,1
4085,홍진기기 가문 이야기 보면 같은 사람들로 밖에 안보여 ㅋㅋㅋㅋ,1,0
4095,홍 어,1,0
4165,깨어있는 조선인만이 구제받을 수 있는 시간이다이제 얼마 안 남음 빨리 결혼하고 못을 박아라,0,1
4177,미개해서 그래,0,1
4180,오늘 국민의힘 씽크탱크인 여의도연구소에서 뭐라고 하는 줄 아냐 518은 폭동이 아니고 북한개입 없었고 유리창 하나 안깨졌다 이런 개소리 하더라지상욱이 거기 연구원장인 모양 ㅋㅋㅋㅋㅋ 보수는 완전 개판되어가는중 ㅋㅋ,0,1
4182,라도는 아닐걸 충북에서 마을돈 다끌어다 텼다던데,0,1
4187,문 욕하는 사람 사라짐ㅋㅋㅋㅋㅋ문은 해피함,1,0
