,댓글,예측,실제
6574,저 팬션 주인이 진짜 사업마인드가 있다면 오히려 고유정 살인사건 팬션으로 홍보해서 귀신 체험 하고 싶은 새끼들 상대로 장사했겠지,1,0
6580,내가 언재 대통령을 깠는데 이 놈아,1,0
6583,조선말 그자체,0,1
6590,상등신반역매극노넌반드시 아웃될거야,0,1
6599,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ존나 참을 수가 없다,0,1
6608,뭔 개소리야 뇌물 달라는거 아니냐,0,1
6609,부럽네 너도 대달라하셈,0,1
6612,너 줒되라고 ㅇㅂ 누른애들 숫자봐라,0,1
6617,빡빡이 아저씨 발가락감각 살아있네,1,0
6648,어느 한 네티즌일게이,1,0
6653,그냥 애 클때까지만 남자참고 못견디냐 지 애 저리만든놈이랑 어울리면 엄마란 뇨 온도 뻔하다 아이가 불쌍하다,0,1
6663,멘헤라쨩 일베충이었노,0,1
6669,그래도 수컷자지는 항상 모자이크 하는게 좋을듯,0,1
6679,늙은이들 뼈맞고 존나 아파하노 ㅋㅋㅋㅋ,1,0
6697,애비도 차옆에 세워두고 같이 인증해라ㅅㅂㄹㅁ,1,0
6712,쟤 신곡내고 댓글 막아놨던데 ㅋㅋㅋ어차피 운지야 쟤회생 타이밍는 이미 지남,0,1
6717,어휴집주인집을 담보로 무이자로 목돈을 받음 은행보다 좋음세입자매달 꼬박꼬박 월세 날리는 대신 집값보단 안되지만 그 목돈을 보존할 수 있음 추후 돈을 더 보태서 집 살 수 있게끔이 제도는 옛날 은행이자 두둑히 줄 때 생겨난 제도인데 문화적으로 정착되서 지금까지 이어온 거임 아마 니 애미애비도 옛날에 전세 덕분에 괜찮은 집에서 원금 안 까먹고 살다가 나중에 전세 졸업하고 집을 샀었겠지장담하거니와 전세 덕분에 경쟁 품목인 월세 가격가 억제되는 효과도 있었을 거임아 됐고 앞으로 넌 월급의 3050를 월세로 꼬박 꼬박 내고 살어라 그 좋은 선진국 처럼난 이미 집이 있어서 개꿀,0,1
6719,이런 미친 고퀄을 봤나,0,1
6736,동성애 말고 로린이해라,0,1
6748,원래 재산도 꽤 이루시고 자기 잘난맛에 살고 성격 대단하신 분인데10년동안 항암과 재발을 거듭하시고 재산 다 날리고 몸도 말을 안들으니사람이 더 드세지고 말도 안되는 소리하시고 주변인들 괴롭힘짜증나서 안들어주면 애비가 죽어가고 있는데 너는 사는게 즐겁냐이런식으로 못살게 굼 들어주면 끝이 없음온세상이 자기를 중심으로 돌아가야 정상이라 믿음옛날엔 바쁘시고 저녁때 잠깐 얼굴보고 주무셨는데아파서 어디 가시지도 못하고 하루종일 집에서 가족들에게 그러심몸이 아파서 세상만사에 화가 나서 그랬을꺼 같은데10년 간병에 효자 없다는 말을 절절히 깨달음엄마가 불쌍해서 아버지 버리지도 못했어,0,1
6773,마 누구 닭가슴살 하나있으면 줘봐라,1,0
6775,오 멋있다 효자게이는 ㅇㅂ야 질투심에 불탄 게이들말은 무시해라 이기야,1,0
6786,군위 이런데 가면 아직도 김무성 밀어주는 무식한 농촌새끼들 드글드글하다 ㅋㅋ,1,0
6809,지구를 떠나거라,0,1
6821,주식 시장쪽에서는 해운 물류쪽 일손 존나게 딸린다고 그러던데,1,0
6833,나는 좌파쪽 사람들은 아예 사람취급안함,0,1
6835,베츙이들 키보드 존나게조심해라,1,0
6854,와 뭔디 존나 잘 생겼냐,1,0
6858,워워진정좀하고 이리저리 니맘대로안되서 열불이노이불속에서 애미찌찌나만지면서 푹쉬어라 형은 이제 출근준비해야된다 ㅜㅜ,0,1
6865,천하의 ㄱㅐ년이네,0,1
6875,다용도실 저거 오피셜이냐 존나 심각한데,0,1
6883,내 여친은 저정도면은 한줄기오줌발 뿜어대대,1,0
6887,ㄴㄴ 사형,1,0
6893,채순실 국정능력 ㅆㅅㅌㅊ아프리카토인씹넘사벽문재앙공산당180,1,0
6899,시벌 일본한테는 징용공 삼권 분립이라 법원판결을 존중한다며 리얼돌은 왜 법원판결에 개기는거냐,1,0
6901,ㅋ아메리칸 싸이코냐,1,0
6902,설명벳츙이 ㅇㅂ,0,1
6916,진짜 ㄷㄹㅇ들 천지다,0,1
6920,전라도설라디언이 뽑았으니 책임에 대한 댓가를 치뤄야지 물론 선의의 피해자들은 안타깝지만,1,0
6925,글쓴이처럼 나름 주장하는 근거는 1도 없고 그저 개소리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ답답하다,0,1
6930,국민한테 투표 해봤나 국민 정서를 지가 짓껄이노 지 정서겠지,0,1
6933,개씹소리 쳐하네우리 나라에 소승불교가 있기나 하고승려 법정이 상좌부 불교소승불교라는 퐥트는승려 혜민은 대승불교가 주류인 국내에서도 존나 세속적인 조개종이 내세우고 이후 내쳐진 얼굴마담임,1,0
6936,쥐명박이 짹찍 박근혜 대통령을 하야시키기 위해 노력한 쥐벼룩아 니도 닭장에 들어가니감회가 깁겠구나 어쩜 돌무생이가 구하여 줄라나,0,1
6952,황산으로 풀샤워혀라 죄인아 인간두 아닌 이무기,0,1
6964,저능아좀 가지고 놀아볼까요블박에 딱 저영상만 있다는 가정하에차주 휠이 아닐수도 있다는 여러가지 상황을 유추해봐못하지 왠줄알아 넌 1차원적인 저능아니깐 그래,0,1
6969,캬 전과2범 채무불이행자 응원하는 꼬라지 보소 여윽시 절라도,0,1
6989,역시 세월충 세월과함께 가버려라,0,1
7028,전 깐밤 20알로 점심을ㅋ 해피런치,1,0
7031,낯짝도 두껍지,0,1
7042,한때 알제리 들어가서 학살까지 했던 놈들인데 그 동안 너무 봐준다 싶었음,0,1
7043,한국은 전부 짝퉁이라고 생각하면 편함제대로된 근본은 노에근성밖에 없음,0,1
7062,조만간 권총운지하냐 노이든 ㅋㅋㅋ,1,0
7063,어휴 틀튜브 ㅁㅈㅎ,1,0
7076,천방지축마골피 전형적인 노비혈통아님,1,0
7093,싹다 구속시켜야함ㅇㅂ,0,1
7099,자칭 진보 ㅋㅋㅋ,1,0
7118,오히려 가짜를 진짜 비주얼로 판다면지 발이 저려서 그렇겓는 못하나,1,0
7144,문화혁명만 봐도 모르냐ㅋㅋ 화려했던 자기네 문화도 싹다 파괴해버리는 미개인들인데 저런거 돔덩이 뽑는거 아무것도아님,0,1
7149,시즌 1은 4화부터 ㅈㄴ재밋어짐 시즌 2는 졷노잼,1,0
7164,한남동 단독주택에서 살고싶다,1,0
7171,저 정도면 정신병이라고 봐야지,1,0
7173,아 나 진짜 눈물날 것 같아,1,0
7176,재앙아 트럼프로 대통령 바뀌면 그때도 축하전화 할거냐 한나라대통령이면 신중하게 처신해야는거아니냐 제발 잘하라고 안할테니 가만히좀 있으면 안되겠냐,0,1
7185,종전 몇 십 년 후 이 여성들은 일본 정부로부터 다양한 수준으로 성공을 거둔 정식 사과와 보상을 요구했다 전체 피해자가 20만명으로 추정되는 가운데 대한민국 정부에 등록된 피해자는 240명이며 2020년 10월 현재 16명의 생존자가 있으며 모두 대한민국에서 거주하고 있다중국과 동남아 위안부는 빼고 우리나라만위안부위키백과 우리 모두의 백과사전kowikipediaorgwiki위안부뒤져보지도않고 남이쓰면 무조건 아니다라고하는 이딴놈은 안봐도 멍청도출신이겟지,0,1
7193,노쨩 투신하는장면이 찍혓어야그거 방송해주면 ㄹㅇ 개꿀 ㅋㅋ,0,1
7194,제목이 존나 웃김 ㅋㅋ,1,0
7197,출처 틀튜브,1,0
7200,허세부리는 한남 걸러라,0,1
7201,겸둥 내일 이마트가서 방어회 데리고 올까요,1,0
7203,세월호추모가 시체팔이랑께ㅋㅋㅋㄱㅋㅋㅋㅋ정태우아내가 시체팔이를왜 뭐하러하노ㅋㅋㅋ,0,1
7205,육상왜하냐 자전거만타도 이기는거,0,1
7215,북한이 우리의 주적ㅋㅋㅋㅋ물론 625전쟁은 우리나라의 아픔이지만 같은 민족이다 평화통일만이 답이다 초등학교 졸업은 너가 못했네,0,1
7270,방송이 다 가짠걸 모르는 사람들이나 악플달지 ㅋㅋ,0,1
7281,죄인아 고만 나라 국민 괴롭히고 내려와라 세금이 니 쌈짓돈야 기ㅢ쉑캬,0,1
7335,나는 김치 반찬통안에서 김치 닦아 처먹는거 존나 싫음,1,0
7339,ㅜㅜ리신 홍작가님이 가시다니,1,0
7356,신해철은 행복할듯자기가 그렇게 존경하던 노무현이랑 같은곳에 있으니까거기서는 무현이랑 같이 잘 놀았으면 좋겠네,0,1
7408,감시는 붙이되 여죄는 묻는건 아니지 형살았으니깐근데 내가족이 저랬음 직장을 뽑아서 아가리에 연결시킴,0,1
7420,영삼이 애비 전남 고흥,0,1
7421,저여자 와꾸 ㅆㅅㅌㅊ인데 여자사진 올리면 문제되노,0,1
7431,퍼온 글이라는데펌글로 가입한지 하루만에 5랩 간 수상한 놈이라고 함,0,1
7433,막짤 꼬챙이로 모가지 찌르고싶네,0,1
7446,배리나였으면 더 일찍 끝났겠지,0,1
7448,성광님도 제일 힘든사람중에 한분일것ㅜ 마음병 들겟다 그냥 이상황이 전부 안타까울뿐,1,0
7457,요시카와 아이미 얼굴은 박미선인데 몸 존나예쁨,0,1
7465,인사이트는 아무것도 아닌걸 갈등조장하는데 1등 이런 쓰레기,0,1
7477,아앙 기무찌 이이,1,0
7483,이건 진짜 미친 나라다,0,1
7489,코로나나 걸려라,0,1
7490,장관조뮤사 뭐냨ㅋㅋㅋㅋㅋㅋ존나웃기네,1,0
7501,httpstermsnavercomentrynhndocId5144873cid61232categoryId61232근거 인터넷에 처널리고 널렸는데 광우병이 무슨 연구조차안된 신종질병이냐니가 인터넷에 광우병 검색해봐 수십페이지나온다 관련논문도 수십개있고스마트폰가지고 일베만 하지말고 검색도하고 사전도찾아보고해라,1,0
7504,다른건모르겠고 바닷가 가까이사는 년들이 잘준다,0,1
7510,불다하면안돼 여기 야동 불다안하는애들나한테 돌던져라,0,1
7521,너네는 최저시급 이하를 받아라오만원 같은 개소리하네,0,1
7540,더 망해야 되는데,0,1
7563,이런것도 대통령이라하여 내 주변사람 내 친구 내 부모가 죽어가니 어찌 이 자의 목을 잘라 까마귀 밥으로 던질 방법이 없을꼬 하하,0,1
7576,햐 집 꼬라지 봐라,0,1
7595,통빨망의 진리,1,0
7598,그네도 연금 슬쩍 건드렸다가 그꼴 났는데 자빠리들이 그걸 모를까 모른척 해도 욕하는 사람 아무도 없는데 뭔일베서 좆되면 현실 아무 일도 없음 ㅋ,1,0
7600,이 녀석 딱 절라도 조선족이네 ㅋㅋㅋ,0,1
7610,저런사람이랑 소통하고싶지않는데 뭔개소리 하는지,0,1
7633,뇌가리 빈 딴다라 샘끼다,0,1
7642,응 아주 개대가리들만 득시글 거리는 구나,1,0
7643,ㅋㅋㅋㅋㅋㅋ 눈찢어지고 엄청 간사하게 생겻을것같다그치만 흥나네 ㅇㅂ,0,1
7647,돈 만주면 들어가는 빡대가리들있는 대학에서 학점이 의미가 있냐실업계에서 전교 1등이랑 인문계 전교 1등이랑 같ㄴㅑ,0,1
7655,ㅈㄴ 설레,1,0
7661,박근혜대통령 발가락 때만도 못한 놈들이공업용 미싱이 어디 있더라,0,1
7664,솔직히 안 예뻐요자기가 예쁘다고 생각하고 계신다면 할말이 없고,0,1
7665,정은경은 존나 성공한거지 차관급에 잘 했든 못했든 우리나라 방역책고 책임자 스팩까지 쌓았으니국제기구 가고싶어도 프리패스 아님 아니면 좌파가 정권 한번 더 잡으면 장관이나 국회의원도 시켜줄수 있지근데 아쉽게도 보건복지부장관은 못할듯 ㅋㅋㅋㅋㅋ조국 박영선 강경화 박능후 등등 생각해보면좌파정부는 의사 출신은 복지부장관 안시킬듯,0,1
7695,그냥 좌파 20년 집권프로젝트의 과정일뿐문재인이 당선되자마자 한얘기가 보수를 불사른다고 했다이후 나온얘기가이해찬의 좌파 20년 집권 이후나온게 박근혜 20년 그리고 지금 이명박 17년국민의힘 김종인 윤석렬 전부 그안의범주에 들어가는 인물들임현재 대한민국에 보수란건 없다 말그대로 문재앙이 다른건 몰라도 이약속은 확실하게 지킨듯,0,1
7700,에휴 ㅉㅉ,0,1
7702,왜들그러세요 자식같은 애들한테 내 새끼가 어디가 그렇게 당한다면 좋으시겠어요부모에 행동은 자식에겐 거울같아서 내가 아니더라도 자식에게 돌아가니 행동들 조심좀 하세요,1,0
7707,ㄹㅇ 넘 해쳐먹음,0,1
7730,진짜 독하년아니면 외국인 왕따 시키기쉽지않은데 보통년아니가봄,0,1
7737,서민 집에 뭔 인테리어 소품이 저리 많어이제 뭐 서민 집에 인테리어소품이라 하면 다쓰고 바닥에 나뒹구는 케챱통이나다 말랐음에도 걷지 않아 퀘퀘한 냄새가 배어버린 빨래감이 너저분히 걸려있는 행거그것도 이제 오래써서 껍데기 떨어진여름이 아님에도 거실 한켠에 쳐박혀있는 먼지층으로 커버가 만들어져있는 선풍기뭐 이쯤되야 아 여기가 서민의 sweet home sweet구나 하지,0,1
7740,이만큼 민폐끼쳐왔으면 잠자코 있을것이지 뭐 잘한거있다고 나대냐,0,1
7745,쌩때도 작작 부려라 ㅡㅡ 봐주는것도 한계가있다,0,1
7752,아 가증스러워,0,1
7758,너도 이런을 요런이라고했으니까 전라도야,0,1
7770,흑인이나 다문화 미국난민들 히스패닉들이 좋아함,0,1
7775,꼴잘알 배운게이 ㅇㅂ,0,1
7778,다행이군통합계획 이전에 쓰레기인걸 알고 철회했으니,0,1
7788,포케트 ㅋㅋㅋㅋㅋ 존나 특이한 단어구사네 나이좀있냐,0,1
7813,ㅠㅠ제발 고정 엠씨 해조잉,1,0
7817,이게 보지 종특이라고 2500년전에 공자가 말했다 한마디로 보지같은 민족이란 소리임 실제로 남성 호르몬 좀 부족해보이지 않냐,0,1
7827,디테일 깨알같은거 보소ㅋㅋㅋㅋㅋ김용호는 뭔 기관총 같은거 들고있고한녀는 저거 장난감총이냐 존나 약하게 생겼노,1,0
7833,그니까 맞자위가 같이 보면서 자위하는거,0,1
7838,멋진형님이네 ㅋ와꾸는 어떠냐모쏠 후다겠지 사실은,1,0
7842,깜둥이샛기 메조키스트노 지 옷으로 셀프수갑을하고 쳐맞네,0,1
7855,조선은 노근본이 근본,0,1
7873,기안 존나 반골성향 강하노ㅋㅋ다른 작가들은 욕 좀 먹는다싶으면 바로 머리 숙이고 굽신거리며 사과하고 웹툰 수정하더만기안같은 곤조통 있는 애들 특징이 남이 하지말라고 지적질하면 반발심에 일부러 더 하더라,1,0
7892,그딴 미개한 풍습 없앤게 이정도인거야,1,0
7895,누가 로리야동을 조선 검색엔진으로 찾냐,0,1
7906,친정 어머님보다 더 어머님같으시던데 너무 좋으신 이모님 제가 다 안아주고싶을정도로 잘해주시네요 집안일 육아일 모두 이모님께 너무 맞기진 말고 바쁘지 않을때 집안일 육아에 신경 더 마니 쓰셔야할것 같아요 진화씨도 스스로 자신의 일과 육아에 동참 하셔서 이모님 도와드리고이모님 잘 도와드리면 이모님 혜정이에게 더욱 더 잘하고 잘 돌봐주실꺼예요 본인들 부부일과 집안일은 서로서로 해가면서 이모님 모셨으면 합니다 늘 함소원씨 응원하는 사람으로 도움이 되셨으면 합니다,0,1
7928,취향저격그녀 바른연애길잡이,1,0
7938,더헬 돼지ㅋㅋ편집자도 짤랏더라적자나서,0,1
7948,게이 논리 이상하노일본 제조업을 구한 천조국 박사JPGhttpswwwilbecomview11297818140,0,1
7953,히히 오줌발사,1,0
7954,치즈는 냄새 안 나나 ㅋ 개썩은 냄새는 개찐도찐이지,1,0
7958,하루종일 냄새남,1,0
7960,링컨 머통령처럼 쓰레기 언론은 혁파해야,0,1
7984,설레발질 좀 작작하고차분하게 좆바이든 좆될 때까지 기다렸다가잔치국수 퍼먹자 뇌썩은송장새끼들아 쫌httpswwwilbecomview11301718187,1,0
8003,제발 다 들통나라ㅋㅋ,1,0
8004,공화당 상원의원들의 당당한 말들을 들으니국민의짐인지 국민의변인지에서 거들먹 거리는 것들이 왜 알랑거리면 방울만 딸랑거리는더러운 바퀴벌레로보이노쯥나만 그렇노ㅋ,1,0
8010,익명 폭동이야,0,1
8014,추미애도 잘못한거고 점마도 잘못한거지 ㅋㅋㅋㅋㅋ 또 이분법적 사고로 살지 ㅂㅅ,0,1
8023,일본배우중에 똑닮은놈있던데,0,1
8047,진화 가족은 대체 뭐하는거냐 애미애비가 제정신이 아니네 ㄹㅇ저렇게 계속 참고 말도 착하게 하는거 보면 애 잘 교육시켜놨는데저렇게 가스라이팅 당하면,0,1
8114,조센 진이 조센했네,0,1
8115,댓글 오래된순으로 보기로 바꾸고 이사람 결구 자살시도 했옹 ㅎㅎ근데 그와중에 장례식 어쩌구 하면서 계좌번호 올림에효ㅉㅉ,0,1
8116,손정웅씨 존나 대단하긴함ㅋㅋㅋ 아들이랑 같이 체력훈련하고,1,0
8119,7시 ㅂㄷㅂㄷ 캬전라도 것들은 잼나 ㅋㅋㅋ,1,0
8128,좌빨은 나라를 자기 것인양 주인행세하는 조폭으로 소통하면 먹이감인 노예될 뿐이다무조건 소통금지해야 나라와 국민을 지킨다,1,0
8138,바이든되면 중국이 미국 따라잡고 중국속국되겄다 시발 문통처럼 바지사장으로 놀아나겄네,0,1
8140,익명 닉뭔데 시청자존나많네,1,0
8143,마스크 벗어라 샹놈아,1,0
8149,응 일본 최초의 건축회사 백제인ㅋㅋㅋ,0,1
8172,이근이고 가세연이고 누가 맞는 말이냐 아가리로 터는거 말고 서류를 믿으면된다,0,1
8205,깜짝이야 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0
8209,518사기 리한열 박종철미화Imf매국짝퉁 pc충386년들이 생각하는게남성성을 아예 제거해서평화를 만들수 있다고 생각하는거 같음지들본점 김씨일가나 중국공산당러시아 형님들 지켜주려는거겠지,0,1
8212,레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라레이디스 코드가 왜 나오노 이기야 ㅠㅠ ㅁㅈㅎ나 먹어라,0,1
8232,라스 리즈시절에 패널이 윤종신한테 어떤색 좋아하냐니까 신정환이 옆에서 회색을 좋아한다고 악센트 넣어서 드립친적있는데 존내 웃겼다,0,1
8242,고딩때 피터팬컴플렉스 노래 자주들었었는데유투브에서 다시듣고싶었는데 없더라뷰티플맨 존나좋아,1,0
8281,때려죽일 기세에서 극진하게ㅋㅋ,1,0
8323,중도우파라는게 있다고 생각함그런거 없음그리고 중도우파라는 미통당 내에서도 부정선거 쪽에 있는 놈은 한마리도 없음탄핵 찬성한 놈들이 부정선거의 한축임,0,1
8331,안마열사가 괜히 나온게 아님,0,1
8334,정년보장만해도 ㅆㅅㅌㅊ 아니냐 대기업공기업 소수 자영업자들빼면 바깥에서 직장다니는건 지옥임,0,1
8351,노예는 맞아야 지 주제를 알지,0,1
8367,따닥따닥 그리고 트럼프 새끼 맨날 입으로 털지 북한 무기 봐봐 나날이 발전하는거 ICBM도 그렇고 허구언날 트윗으로 만 떠들지 시발년,1,0
8373,귀여어 죽게따 으아,1,0
8377,어 아직 안 죽었냐,1,0
8388,무현이 덕을 봤지만죽은놈은 말이없다,0,1
8392,지 눈에만 이쁜 새끼남 눈에 이쁘랴허나 난 말해주마이쁜 자식 잘 낳았다,0,1
8453,ㅋㅋㅋ이근하고 뭔상관이야 이 용호상박놈아 ㅁㅈㅎ,0,1
8459,와 요괴,1,0
8471,K민족의 실체,1,0
8472,조센진들은 포기해야한다니까 ㅋㅋㅋ난 이제 슬슬 이나라가 좌파때문에 망하는게 아니라조까튼 국민성때문에 망하는 것임을 알았다레알 구한말 친일파 원간섭기 입성책동도 이제는 이해가 된다이정도 국민이면 지도자 잘만나서 호의호식하는것도 사치지 ㅋㅋ빨리 쳐망해라,0,1
8478,김선호 여기 왜 껴있어ㅡㅡ,0,1
8547,왜 또 누가 못한대,1,0
8551,저거 봤는데 나눠먹지도 않고 쳐먹다가 남는거 그냥 버림,0,1
8570,여기짱개가 와이리 많노,0,1
8581,정신병있는게 분명해 단체로 진심극혐민족,1,0
8603,솔직히 박근혜가 정치적으로 존나 뻘짓하고 아쉬운건 맞지만헌법상 국정농단이라는 죄목은 존재하지 않음증거란것도 JTBC 손석희가 제시한 출처도 불명확한 태블릿 PC하나로 이지경 까지 온거고확실한건 박근혜가 지은죄가 조국손혜원추미애문준영이재명이 지은 죄보다는 1천배는 가볍다는거,0,1
8605,게이야 노무노무 이쁘서 먹고싶은데 응딩이 대줄수있노,0,1
8612,공무원새끼들 다루는 법은 무조건 윗대가리에서 눌러야함,1,0
8614,대충 쓰고 물 새면 관리실에 전화하면 되는데,1,0
8616,이래서 검찰개혁경찰개혁사법개혁 법사위개혁 가야하는 이유가 다 있다그냥 나몰라라 입맛수사 하다가 법이 개쓰레기가 되니 당한놈이 잘못임,0,1
8618,이건 그냥 똥 이라는데,1,0
8634,생수통 몇개 옮기는게 업무냐,1,0
8674,눈빛과 관상이 뭔가 광적이게 생긴게전라도 운동권 느낌,0,1
8686,떽분탕 홍오쉐에리,0,1
8697,우한 폐렴을 우한폐렴으로 못부르고 북한의 미사일을 미사일이라고 못부르는 나라 ㅋㅋㅋ 코로나바이러스 발사체 ㅋㅋㅋㅋㅋㅋㅋ 메르스땐 청와대가 컨트롤타워 우한폐렴땐 질본이 컨트롤타워 문재인이 아가리 그만털어라 마스크 가격 12배인상 ㅋㅋ 중국에 200만개 지원 ㅋㅋㅋ 걱정하지 말라고ㅋㅋㅋ 정신나갔나 해외에서도 우한폐렴때매 나라가 뒤집혔는데 이 정신나간새끼는 걱정하지말라면서 마스크쓰고 있네 청와대까지 우한폐렴이 전달되길 빈다 문정은 문진핑,0,1
8703,새차로 사야지 시발 또 몇년타다 정비소 처박을걸 사네 라고 생각했는데21년식이었네 그래도 기아홍어 ㅁㅈㅎ,1,0
8705,설라도가 아니니 설라도 어용방송에 열받았나 보노,0,1
8717,지금 공무원 연금 십창난지 오래됐는데 더 십창나겠누 ㅋㅋㅋㅋ,0,1
8719,옛날 도이치제국마냥 갈갈이 찢어 놔야함,0,1
8727,노예 근성은 징집당하는 입꾹닫는 한남 아니었냐저건 폭동 근성,0,1
8790,지가 순교자라는거임 ㅋㅋㅋ 와 ㅅㅂ 뻔뻔스러움에 정말 말이 안나온다ㅋㅋㅋㅋ 인간이 저래도 되는거임 ㅋ,1,0
8799,여기서 스폰서라는것은 뭐냐 한번씩 대준다는것냐,0,1
8805,그냥 좌파하면 안되냐,0,1
8816,듣던대로 토쏠리네,0,1
8871,1 나 초4때 나보다 키큰여자애랑 말싸움하다가발로 촛대까고 ㅈㄴ팼는데아직도 가끔 챙피하다시발ㅋㅋ,1,0
8895,아 존나 ㄱ또 거고 싶가,1,0
8908,ㅋㅋㅋ 우아는 니미 돈이 우아한거지,0,1
8924,응 코로나 핑계대고 주사파 죄빨들 정권재창출 성공 ㅅㄱ,0,1
8929,아프리카 남미에 돈 존나뿌려서 그 국가 독재자들 친중존나함 파키스탄도 친중이고 북한이나 쿠바 캄보지아 같은데는 말할것도 없고 ㅋ,1,0
8930,일게이들 전라도라면 그 누구여도 깠었는데 좆될거같아서 조심하는건지 맹목적인 지역감정이 없어진건지,1,0
8933,강남원룸사는 좆거지년들 많이따먹엇는데 ㅋ ㅡㅋ,1,0
8946,는 농담이고 잘키워라 자식도 게이를 자랑스러워 할거다ㅎㅎ,0,1
