,댓글,예측,실제
15185,샤프대가리정도 된다,0,1
15210,벨튀범 진압 2초컷 가능하냐,1,0
15217,문꿀오소리똥파리들은 문프 탄핵하는거 찬성이용,0,1
15276,밑에서 3번째 한국아닌데 저게 왜 자꾸 조선으로 올라오는거냐 ㅁㅈㅎ노비 제도 자체는 이미 그전에 없앴어 ㅁㅈㅎ 암안리에 남아있던거지일뽕 추천조작으로 ㅇㅂ 존나 가네,0,1
15287,지능 떨어지는 것들욕할 시간에 기부할 생각은 안해보지,0,1
15293,그렇노 ㅋㅋㅋㅋ 너무 흑형들이랑 마니 어울려서 그런거 같다 ㅋㅋㅋ,0,1
15295,연기력은 우리 노짱 반의 반도 못따라오네,1,0
15301,어짜피 두둔해 줄 우파도 없어,0,1
15328,이런 문제가 나오면 또 해결할 생각은 안 하고 건수 잡았다고 그동안 제기됐던 여성 관련 문제들 싸그리 없애려 하지 ㅋㅋㅋ병이다 병 심지어 문제의 수위 차이가 있는데도 건수하나 잡기만 하면 남성차별 여성우월 ㅇㅈㄹ,0,1
15352,보보가 설마 그보보냐,1,0
15358,문재인자체가 고통이다 자진사퇴하라,0,1
15387,도둑넘들 싹 잡아 죠져야됀다 이대로는 안됀다,1,0
15420,ㄱ ㅐ ㅅ ㅐ끼,0,1
15429,배운 전라도는 목을 쳐야되겠노,0,1
15439,저 년 박정희 기일날 뭐했냐,1,0
15448,부정선거를 주도한 인물들을 색출해서 실제로 사형까지 집행해야한다,0,1
15456,머기업 상대로 깝치노,0,1
15465,참 심술궂게 생겼네 저딴 여자랑 사느니 차라리 죽는게 낫겠다,0,1
15467,기습 자지 물어뜯기 크앙,0,1
15469,반올림이란곳을 몰랐는데 어제 KBS라디오에 그짝 변호사가 나와서 삼성 조온나 까더라여읔시 진행자도 그래요 잘못했네 시전파티어렵다 막 그러던데 후원금이 줄어서여읔시 다 이유가 있네 좌파들의 뒷구녕 돈통,0,1
15470,지구 밖으로 던져버리고 싶네 18,0,1
15471,니기미 간단히 조개다 걸러라 이기야,1,0
15477,유서에 계좌적는 사람이 어디있냐 ㅋㅋ,0,1
15480,정치하면 얼굴 인상이 왜케 다 엿같아지냐 진짜 사람이 악독해지는거 같음정치인들은 다 그래,0,1
15483,그냥 가세연 이근 둘다 망해라,0,1
15486,아내 좌파 ㅋㅋㅋㅋ,0,1
15505,푸는거 말고 생각으로 해야할거 같은데 좌변에서 r으로 적분하니까 r은 적분식에서 꺼낼수 있고 순서 바꾸면 마이너스 부호 붙고 r따라서 폐곡선 한바퀴 돌리면 넓이 나오는거 아님 어떻게 푼다기 보다 그냥 등식같은데,1,0
15506,주진우 솔직히 우파였으면 좀 간지났을거같긴함 막짤보니까 중년간지좀있음,1,0
15531,태백산맥 씹명작,1,0
15548,유재석 인성ㅉㅉ,1,0
15559,어차피 개돼지들은 이런거에 관심없음,1,0
15566,북한으로 좀 가라,0,1
15567,전라도 전라도인들이 없는 클린한 대한민국에서살고 싶습니다,0,1
15589,대한민국 역사상 가장 무능하고 타락한 대통령이 너다,0,1
15595,짤속에 발로차는자ㅜ떨어지는자 노무노무 궁금한데ㅋ,1,0
15607,왜자꾸 까치발서여ㅋㅋㅋㅋ,1,0
15614,얘네 답도 없다,0,1
15622,야호신난다 이렇게한번대가리깨지지않으면 혁명을할수없다규,0,1
15632,진짜 미친건가,1,0
15645,군대갔어 염병떠네 사형시켜 버릴라 왜 핸드폰도 달라하지,1,0
15649,고이드립보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이뻐보인다 초대남가능,0,1
15650,ㅈㄷ 모르면서 씨부리네 저거 물마시는 바가지가 아니라 손 씻는거다 나무가 너무 반득하고 길어서 공산품처럼 보이기는 매한가지,0,1
15652,평생그렇게 살으라고 해라 일제는 니미 니 앞가람이나 잘해야지 ㅋㅋㅋㅋ ㅇㅂ,0,1
15662,불철주야 노심초사 없어서 ㅁㅈㅎ 가아니고 ㅇㅂ,0,1
15671,익명 아암ㅋㅋㅋㅋㅋㅋㅋㅋ몇천년 전부터 유목민족 뿐만이 아니라 젖이 나오는 가축을 기르는 지역이면 다먹던게 우윤데 검증이 안됐당께ㅋㅋㅋㅋ조선시대 수랏상에 올라가던 타락죽도 검증 안된 위험 식품이랑께ㅋㅋ,1,0
15688,아니 ㅅㅂ 애초에 로리란 단어를 왜 검색하노 애초에 비정상적인 놈들이나 검색하지,1,0
15693,1렙 매크로 말은 닥쳐라,1,0
15707,그러니까 정부에 대항하지 말고 순순히 따르자갓재인 정부에 대항하는 자는 반동분자다이기,0,1
15710,한국 제약회사들 믿어라어떻게든 샘플빼와서 따라만들거임 ㅋㅋ가격은 두배이상 받아먹겠지 센징이 종특 유사짱개국가,1,0
15735,걱정 마라내가 문재앙도 똑같이 감옥보낼거다,0,1
15741,뭔 개소리 동영상도 많은데 증거가 없기는,1,0
15761,httpswwwinstagramcomrokseal지웟네 ㅅㅂ,0,1
15766,노무현 만큼은 가수로썬 인정한다,0,1
15767,버거킹 신동아 아파트 밑에 잇는거네 건너편에 롤프벤츠 같은 명품 가구샵들 잇는곳이고아 내가 신동아 아파트 시절에 살았다 지금은 패밀리아인가 뭔가 ㅄ같은이름임,1,0
15776,왜 우린 지금의 레오오빠가 아닌 저때의 레오오빠에게 얽매여 있는것인가,0,1
15785,혜정이 옷이랑 신발은 사주세요 인터넷에 보면 싼거많아요ㅠ 돈을떠나서 이모에게 휴식시간을 충분히주세요 게임방을 이모님 휴게실로 만들어주시던가요티비넣어드리고 저렇게 일하시다 쓰러지실것 같아요 그리고 진화씨랑 두분이 직접 하실수 있는일은 직접하세요 양말까지 찾아달라는건 정말 ㅠ,0,1
15788,쟤네 민주당원임선플로 공감때려주면 나머지 쥐때들은 알아서 따라옴,0,1
15789,홍진영 아버지 보수라고 들었는데 ㅋㅋㅋ,0,1
15793,부정선거로 장기독재하는 새낄 처빠네 ㅋㅋㅋ,0,1
15810,니 시애틀 시절은,1,0
15819,예수는구주 그다음은 대한민국이다 홍콩처럼 속국으로 만들려는,0,1
15820,국산 쓸거면 아임삭 평판이 더좋은 같음 솔직히 디월트밀워키마끼다 보쉬계양아임삭별반 차이를 모르겠음,0,1
15832,영등포전라도 천국,1,0
15839,이나라 경제가 중국에 좌지우지되게 힘이 없어져야애초부터 중국에 착 달라붙어 반장 완창 찬 넘들 세력만영원히 해쳐먹는거지 신사대주의에중국에 나라를 팔아먹는 친중파다 죽여야지,1,0
15893,살잇마 c8끼,1,0
15910,아니야 오빠 노무 귀여워,0,1
15917,여긴 응다시티,1,0
15934,살려 보내면 너도살고죽여 보내면 너도죽는다존나 멋있다 진짜 ㅠㅠ,0,1
15953,이게 국뽕들이 자랑스러워하는 개조선의 현실임,0,1
15964,아니 ㅋㅋㅋㅋ한녀들은 지들이 남편 용돈 쥐꼬리만큼 주면서 사는게마치 경제적인 참 여성이라고 생각하는거냐게다가 저건 또 도대체 뭐하는거냐 이미 중국 부호 아들인데 멍청하게 용돈 50만원 주면서 경제적일거라고 생각하는건가 난 진짜 이런거 볼수록 한국여자들 너무 역겹고 토악질이 나오네,0,1
15980,이제 그런쇼핑몰들은 단순한 쇼핑만으로는 유지힘듬쇼핑과 놀고 즐길거리 등등 전부 충족시켜붙어 돈 쓰게끔하게 바뀌는거지신세계 스타필드같은,1,0
15989,정신 너갱이 빠진 소리하고 자빠졌네새로운 시대를 피할 수 없다면 즐겨야지,1,0
15998,힘내세요따님이 좀 더 자라면 아버지의 그 숭고한 마음 알아 줄겁니다그나저나 문재인은 정말 십자슥입니다,0,1
16023,얜 대체 뭐하는 애임 성인영화배우임,0,1
16033,윤종신이 북어랑 여자는 3일에 한번씩 패야 한다고 라디오에서 말한적 있지않냐,0,1
16062,베트남 보지도 잘 쑤시고 다녔지,0,1
16063,야할때 존나귀엽네,0,1
16074,조선놈들 지능 낮으니까,1,0
16097,매국 자유당은 해산이답혈세도적민족반역자무노동무임금매국노나경원특검황교안특검공수처설치분노,1,0
16099,도배하지마 이 잡것아,0,1
16157,미국 서부면 저렇게 나올듯 시차있으니 세월호 뒤집힐때 미국은 아직 그전날이지,0,1
16158,조선족 단톡 ㅁㅈㅎ,0,1
16159,민주주의 절대 못 잃어 하고 부르짓어대던 좌파 새끼들은 이럴땐 꼭 민주주의를 잃어버리고 짓밟아버리고 싶어한다니까,1,0
16175,나도 절라도새끼싫어하긴하는데 넌 정신병적인거같다,1,0
16185,김종인 새끼를 수장으로 앉힐때부터 국힘당은 완전히 망함그전에 망한것도 있지만 부정선거를 왜 가만히 냅두냐 증거가 아주 차고 넘치는데국힘당은 지금 전세를 역전 시킬수 있는 방법은 부정선거 이슈화 밖에 없다,0,1
16187,한남 오늘도 1패,0,1
16193,얼굴에 개기름이 좔좔 흐르더라 ㄷㄷ,0,1
16199,똥 그만 싸고 봐바,1,0
16207,나라면 집도 어중간하게 짓고 구덩이좀 파고 안에 들어가서 벌벌떨고밤에 사슴 한마리만 지나가도 무섭고 오줌 지리면서 덜덜떨면서 울듯시간개념도 없어지고 서바이벌 프로그램 봤던거 떠올려봐도 영어배우면서도 실전으로 써먹으려면 어렵듯이막상 실전으로 해보려면 어떻게 해야할지 갑갑하고 다른사람들은 얼마나 버틸지 알수도 없고 존나 배고프고 3일정도 지나면 멘탈 나갈듯,1,0
16218,웜비어 아주매 페북에 쓰면 되지 빙시나 ㅋ,0,1
16232,아 그리고 진화남편분께 베이비시터이모님께 잔소리좀 안했으면 좋겠습니다 친엄마도 아닌데 잔소리 하시면 안되죠 상대방에게,0,1
16233,필력 씹오지노 몰입감 ㅆㅅㅌㅊ,1,0
16247,권력은 다 중국편 됨문재앙 정부더불당국민짐좌파언론조중동다 짱께 ㄸㄲ충들임,1,0
16255,다 괜찮은데 정치적 스탠스가 다르다는 이유로 손절하냐이 새끼 이거 내 스타일인데,1,0
16272,근데 개인으로 수십년간 따는 놈들있어 난이도가 존나 높아서 그렇지,0,1
16290,한국 버린 미국놈이 여길 왜 기어옴,1,0
16299,강간 후 살해했을 가능성은 없어,1,0
16324,손흥민도 일베 했었으면 흙수저 애비탓 하는 골방 백수로 자랐을텐데 ㅋㅋㅋ일베는 접는게 답이다,1,0
16330,이제 유명한 탐정님 뒤졌네ㅎㄷㄷ,1,0
16343,문재앙이 원하는대로 되어가고 있네,0,1
16347,이제 피해자 능욕은 보배 클리앙 딴지 좌빨들 드립 못 따라감,1,0
16353,니가 뭔데 일베 대표노 쪼렙새끼가 나대네,1,0
16361,강남구말고 다 거지 촌동네,0,1
16364,방탄노년단 ㅇㅂ,1,0
16370,네 다음 친일파후손새끼,1,0
16376,코로나가 면죄부다,0,1
16392,빡빠기 아저쒸야,1,0
16404,못나가겠네 ㅅㅂ,1,0
16409,와 존나 재밌다 ㅇㅂ 오지게 처박고 간다,1,0
16414,학부가 구리긴 하지만 그래도 박사학위까진 좀 심했다박사학위가 무슨 컴활 따위 ㅎㅌㅊ 자격증도 아니고 ㅋㅋㅋ,0,1
16451,이건희도 존나 거품인게 애초에 부모빨 금수저 물고 태어난 덕분이지지금 20대들처럼 열악한 환경에서 부모 도움없이 뭘 할수 있었을까지금 20대들이 스펙이나 능력면에서 이건희는 씹압살한다고 본다,0,1
16492,하지만 그렇게 된게 우리이니와 그놈을 찍은 자기자신 때문이라는 진실은 죽어도 모르겠지 아마만약 그 놈을 찍었다면 말이지만 근데 클리앙 하는 사람이라면 거의 구십구프로라고 봐야 안되겠음,0,1
16505,진정한 커미니스트,1,0
16515,넌 내가 저격한다,0,1
16522,ㅇㅂ완전 맛이갔네 ㅎㅎ,0,1
16527,닌텐도 게임은 원래 혼자하면 재미없다가족이나 친구끼리 모여서 해야 잼있는 것들이 많음그래서 솔플 접속해서 온라인하는 동양인보다 게임도 오프라인에서 모여서 하는 양놈들에게 더 인기인거설치 배경 자체도 서양식 집을 배경으로 하고 있지 좁은 단칸방 아시아는 해당 사항 없음,0,1
16537,진중권하고 쌍으로 문재앙하고 민주당 뚜드려패기 드립배틀중ㅋㅋ,1,0
16539,문대통령님은 설령 우한폐렴 감염되셔도 약복용하시지마시고 건강식도 드시지마시고 짜파구리만 평생드세요,0,1
16542,산전수전 다 겪은 지방여자애 부산 애가 원1나잇하는데 그랫슴 ㅅㅂ,0,1
16552,중국공산당 시진핑과 북돼지의 기생충 문재인 집단,1,0
16565,쪼카튼 끼,0,1
16599,어디 응씹니꺼,1,0
16632,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ야동올리고 쪽팔림에 자살삼고빔,0,1
16634,와 생각이란게 있긴한건가,0,1
16639,원시인들 사람 만들어줬네,0,1
16640,근데 락찔이들은 왜 노래를못하냐 내주번 락찔이들은 노래는 존나못하면서 항상 내가부르는 노래들을 폄하함,1,0
16648,조국내 딸은 시험 한번도 안 보고 대학갔는데 ㅋ,0,1
16655,노인네면 면허를 반납시키거나 뺏어야지 차 사주고 앉았노 ㅁㅈㅎ,1,0
16656,박근혜가 좌천시킨 윤석열혼자 문재앙에 맞서 싸움,0,1
16666,맞어19살에 뭘안다고 많은경험을하기전에 진로결정하게만들고 그러니 70프로가 전공과관ㅇ련없는일을하네마네하지 돈버리고시간버리고 저게뭐야진짜 문제많음 개한민국ㅉㅉ,1,0
16673,노무 슬프다 ㅠㅠ,0,1
16680,이건희가 여자사원도 따먹어봤을까,0,1
16682,근데 일베충이노,0,1
16684,얘는 점점 문재앙따라서 관상 닮아가노,1,0
16685,훈훈하노 ㅋㅋㅋㅋ 더 망해라 문대앙 찍은 댁가다,0,1
16688,사람아닌 놈,0,1
16713,계속맞아라 맞다보면 답이나오겠쥐,0,1
16734,어이 기쁨조 수천명 보지 젖 빨고 주무른김일성김정일김정은 얘기도 해봐,0,1
16741,세탁기 들어가라 넌 건조까지 돌려줄게,0,1
16757,빌어먹을 철면피들 그 돈 가지고 잘먹고 하루빨리 디져버려라,0,1
16769,노태우가 영삼이랑 합당하는게 아니었는데 ㅆㅂ,1,0
16771,아 좀 꺼져 ㅡㅡ,1,0
16775,대가리가 텅텅비였는데어떻게 팽생기역하겟노 ㅋㅋ,0,1
16780,평소 관심도 없는년이었는데 남친 생겼다는 말듣고 먹고싶더라,0,1
16781,울 아버지는 우파의 성지로 알고계신다,0,1
16785,아재 솔직히 말해봐요 고추안서죠 낄낄낄낄 깔깔깔깔,0,1
16794,벌받기싫어 자살했는데 그나마 제대로 죽지도 않았냐 ㅋㅋ,0,1
16798,미개한 조선은 합의 때문에 망해법은 괜히 만들어서 지내들끼리 합의 보게 놔두냐,0,1
16803,Taiwan No 1센카쿠열도는 일본땅ㅅㄱ,0,1
16814,무능이 무능이,0,1
16818,여자들이 대단하지읺냐 어떻게 보지가 받아들이냐 ㅋㅋ,0,1
16819,당신에게어울리는 건 재기뿐입니다,0,1
16821,30년 넘게 살면서 느낀게 좌파 문주당 지지자들은 당장 눈에 보이진 않더라도 확실히 정신적 결함이 있다,0,1
16834,니 와이프는 너 즉어버렸으면 좋겠다고 생각하고 있을텐데 불쌍하노,0,1
16845,둘다 못생겼는데,0,1
16862,니들 남측 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0
16863,피망쩌네 하고 봤는데 그냥 존똑인데,1,0
16865,티비가 사람 망ㅊ,1,0
16869,니관심얻을려고 하는말아니다 알아서 짜져있어라,0,1
16904,쇠파이프로 뚝배기 깨지고 길로틴으로 참수되는 여자는,0,1
16909,진짜 전범국하면 북괴지유엔및 국군포로들도 돌려주지도 않고 탄광등지에서 평생 강제노동이나 시키던 최악질중에 악질 김일성수괴와 같히,1,0
16911,뭐하노 민정게이,1,0
16922,여자장애인 나라 수듄,0,1
16939,나존나궁금한건데 7시간 그건 왜물어보는거야,1,0
16947,역시 대륙남들이 강하네,0,1
16962,짤 실루엣은 노짱 아니냐,1,0
17031,하 진짜 못된,0,1
17046,진짜 이게 나라냐 한번도 경험해보지 못한나라 맞다 진짜 이놈에 인간아 능력이 없으면 좀 내려와라,1,0
17069,움직이네 재앙이는 저렇게하면 연설불가,1,0
17072,청년 페미 집결용이지,0,1
17078,문재인 체포사형,1,0
17091,아빠가 대한민국에서 가장 돈이 많은 사람이더라도죽음 앞에선 여느 딸들과 같은 평범한 사람이구나 인생무상이노,0,1
17121,짱개나흑인조선족같은 열등앰창종자들헌테피임장려해야지백인들도 개슬람처럼 백린이좀순풍순풍낳으라는거아니고,1,0
17125,중간에 조형기새끼 면상보고 경악해서 ㅁㅈㅎ준다,1,0
17128,모범사례국민이 숱하게 죽었는데 당장 정신감정 받아 쉑캬,0,1
17137,다운로드 받은게 머 잘못이라고 까냐웃기는 새기들이네다운로으 안받는놈 있냐 여기,1,0
17148,야 늙은이 아직도 포르노영상 보고 있나요,0,1
17196,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 갓본 고인드립 ㅆㅅㅌㅊ 광화문 물 퍼포먼스급,0,1
17197,ㅋㅋㅋ ㅅㅂ 별것도아닌데 볼수록궁금해지노,0,1
17199,석열이 냄새가 나노,0,1
17205,난 야한 얘기 친구랑만 해 썸남한텐 죽어도 못함 ㅠ 사바사긴 해,1,0
17212,티비로 직접 봤는데 욕나오더라ㅋㅋㅋ 처벌은 어케되는거야 쓰레기무단투기로 벌금내노 그럼 벌금 얼마,1,0
17215,너됴 듀겨듀까,0,1
17216,이새낀 누군데 씹 최고는 미베인이라며쫌있으면 또 새로은 슈퍼최고전문가 등판하는거냐,1,0
17243,투표할 자유도 없는 새끼들이 시진핑을 빨고 있으니 아이러니하다이제 먹고 살만하다고 남들 우습게 보는 저런 건방진 것들이 후진국 중공 놈들이다,1,0
17248,ㅇㅂ가 예견한 사태가 벌어짐 앞으로 3년 베네수엘라 꼴 진입그땐 굶은 한녀덜 김밥한줄에 공떡 가능할듯,0,1
17260,와 민족의 철전지 원쑤 일제놈들,1,0
17284,그러네 쓰리썸인듯,0,1
17301,니 말고는 고통이다,0,1
17332,ㄹㅇ ㅈㄴ 무섭,0,1
17337,내가 아는척 해줘야하고 공손하게 해줘야 할것같고 존나 부담스러움,0,1
17347,이 댓글 쓴 새끼 정체임아래 참고httpswwwilbecomview1126212779,1,0
17385,본문에왜 우리는 6개월이 넘도록 헌법을 위반해가며선거 소송을 깔아 뭉개고 있는가이 년놈들도 다 한패였단 말인가저사람들 얼굴까지 까면서 왜 올림 본문만봐도 욕하는건데곧 갈때돼서 눈깔 백내장 녹내장 각막혼탁 트리플로왔음공인이라 상관없다고 하길래 난 고소드립 치는줄 알았지그럼 공인이면 자기의견에 반했다고 얼굴까고 조리돌림해도됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ으따 우덜식 민주주의랑께,1,0
17404,ㅋㅋ ㅈㄹ 웃긴게 1세대 들고가서 욕먹고 바꿔서 갤들고 들어갔더니 왜 갤쓰냐고 치욕받음 한명은 삼성물산 한명은 삼전임 ㅋㅋ,0,1
17421,그자리에서 병사들의 고충도 좀 들어주세요,1,0
17424,꼰대의 표본,1,0
17426,틀선족들 지쳤냐트럼프글 왤케 안 올라오노,0,1
17430,아마존 빡돌아서한국에 회사차릴듯ㅋㅋ,1,0
17433,ㅈㅈㅂ ㅁㅈㅎ씨발 어제 일베 간걸 또 올리네,1,0
17436,묶을려면 꼬추를 묵지 왜 위를 묶노 ㅋㅋ,0,1
17450,이런 허세쩔은 쓰레기는 잡아다가 죽을만큼 패줬으면 좋겠다,0,1
17465,인종차별 발언을 저렇게 서슴없이 일삼는,1,0
17498,노사모 이었던 과거가 부끄럽노 ㅜㅜ,0,1
17501,전체주의 국가들 러시아 일본완전은 아니지만 사회분위기 단체분위기 한국 같은 나라는 그래서 게이들이 활개를 못침 반대로 미국 유럽에는 뭐만하면 자기가 게이라서 차별하는거냐고 빼액데고 대놓고 자기가 게이라고 하면서 빵뎅이 내고 다니는게 미국임 넌 그걸 원하는거냐,0,1
17517,전라도가 역시 부정선거 몸통이구나 민주주의의 적 전라도,0,1
17522,이게 바로 진정한 국사 공부다개차반같은 역사를 가지고있다고해서 그걸 인정하지 않고 환타지 소설을 써서 역사 왜곡을 하고 국민들을 국뽕 환자들로 만들어내면 안되지 ㅉㅉ니들이 저주할 대상은 일본이 아니라 북한과 무능하고 악랄했던 조선왕조다,1,0
17530,진짜 착각속에 사네 ㄷㄷ,0,1
17561,대깨근들 부들부들 거리며 몰려온다 ㅋㅋㅋ,1,0
17578,뭐땀시 싸우는지 궁금하네흑형 불쌍해,0,1
17581,그니까 빡대가리들은 암만 밥처먹고 기원에 처박혀있어봐야 마스터까지가 한계고 챌린지 올라가는건 타고난 천재들만 가능한거지,0,1
17586,ㅁㅊ 개쩐다 ㅅㅂㅋㅋㅋㅋㅋㅋㅋ,0,1
17610,진짜 쪽팔린다 자존감이 없냐,0,1
17621,이재용 존나 큼 한진 그룹 사람들이 제일 크고 그 담으로 이재용이 키 큼,0,1
17623,이래서 일제를 쓰라는거다,0,1
17631,귀신같아 머리좀 잘라요,0,1
17653,오 내옆에있노게이야,0,1
17663,택배기사선거때 표따먹기 좋자나문재앙은 진짜 자유 경제 시대랑 진짜 역주행하는거 도가 텄다 저런다고 해결되겠냐택배기사들 힘든거 알겠는데 진짜 택배가 필요한 대다수 국민들이 고스란히 피해 받는거다 하루 늦을거 이제 더 길어 질거고 10시이후 작업 안하면 뭐 택배는 계속 쌓이고 그거 물량 땔라고 5일동안 더 ㅈ뱅이 치게 된다 택배 상하차 하는 대가리들이 주5일근무다 해서 널널히 하겠냐 저거 그리고 택배 늦는다고 전화 ㅈㄴ 올거다 상담원들도 스트레스로 골로 가는거 시간 문제다 문재앙 진짜 눈가리고 아웅하는거 ㅅㅂ 지겹다,1,0
17672,ㅇㄱㄹㅇ유부녀가 최고지,0,1
17679,외교성향별 임계선친미친일친구쌉가능정치일절무관심친구가능반미친일성격좋다는전제하에 친구가능친미반일성격좋다는전제하에 친구가능친중반북성격좋다는전제하에 친구가능반중친북성격좋다는전제하에 친구가능친중친북친구불가능,0,1
17681,ㅇㄱㄹㅇ 인거 같다 우리가 마치 저능아나 지적 장애인을 보는 듯한 느낌인거지,0,1
17693,얼마 전 신입 노인 AV배우 1명이하타노 유이씨와 첫 촬영을 하자마자 기진맥진해서 그대로 은퇴했거든요졸라 웃기네 ㅋㅋㅋㅋㅋㅋ,1,0
17695,크 극딜15진다,0,1
17696,딸을 백인 주인님 아들한테 바친 노예는 주인님 선거 유세에 열심이라고 하는데,0,1
17708,노무현도 요트 유학 일본으로 다녀옴 나중에 그 선생 만나기까지 함,0,1
17720,결과적으로 다를거없다받아먹는 놈을 계속 놀고먹게 만든다,0,1
17722,먹고 뒤지니깐,1,0
17723,응급실서 사진찍어 올릴 정신 있나봄,0,1
17725,후룩은 빨아묵을때 나는 소리아니노 후룩 야하노,1,0
17726,얼굴 울퉁불퉁한 돼지년 말하는거냐,1,0
17728,양말 막 벗었나봐 발목에 양말자국,1,0
