,댓글,예측,실제
17738,왕충요프로 구라꾼특기 박쥐대가리 요리 둘러대기 핑계대기세상이 무너져도 못하는것인증영어중공비난제일 싫어하는것 팩폭Trick ass bitch Claims to be an Anerican but cant speak a word of Engilsh Tsung Yeo Wang a Trump hating Biden loving Chinese 2 dollar hoHahahahahahahaahahahahahahahahaHahahahaahanahahHahahaahahahajaHahahahahaha,0,1
17742,이놈 선거 조작으로 뽑힘강남구 커뮤에서도 아무도 이놈 안뽑았는데 왜 당선 되었냐면서강남에 연고도 아닌놈이 뜬금이 뽑혀서다들 말 많지구청장이라서 그냥저냥 넘어갔는데이번 총선 보면 100 선거 조작임국회의원 이전 구청장이라던지 시골 외진곳 군수라던지 간보기 한 후 이번 총선에 조작 시행한듯,0,1
17754,거품 잔뜩 낀 공포심에 부들부들 떨면서 효능없는 마스크 씌우면서 통제하는데 당연히 노예근성 가진 조쉔징들은 빌빌 기면서 백신 맞아야지 암 그렇고말고,1,0
17761,그런애들 진심 죠패야하는데,0,1
17777,민주화의 성지에서는 왜 자꾸 저런일들이 생기냐터가 안 좋은건가ㅋㅋㅋ옛말에 이런말이 있다라도인간들 전부가 사기꾼은아니다하지만 사기꾼들 대부분이 라도인간들이다,0,1
17781,씨발 2학년 2반 담임 개같은년 아직도 기억난다,1,0
17783,이런 새끼들도 흑인이 폭동일으키면 까나ㅋㅋㅋ 무슨 폭력 정당화야,1,0
17787,면상 아스팔트에 갈아버리고 싶네,0,1
17791,0TT보다 극장가격 네고해줬으면,1,0
17800,그건 문씨바리때문이지,0,1
17808,걍 찌그러져 있어,0,1
17822,아 좀 꺼져 ㅡㅡ,1,0
17826,안 산 사람은 길바닥 나앉게 생겼구만,1,0
17827,역시 큰물에서 노는 게이는ㅇㅂ ㅋㅋㅋㅋㅋ,0,1
17837,네 다음 호구,0,1
17844,아 삼엔이다ㅋ 착각함,1,0
17847,기분 노무노무 좋노ㅋㅋㅋㅋㅋ,0,1
17848,공부해도 뒤지게 생겻는데 공부가 잡히냐 생선대가리야,0,1
17880,게이같은 열사들이있어서 일베가 진짜 이 대한민국에 중심에 있다는걸 느낀다 ㅇㅂ,0,1
17887,재밌네 게이야 근데 저건 뭐 유도가 아니고 걍 레슬링이네 태클은 없애는게 맞는듯,0,1
17899,나 이거 촬영할때 실제로봄진짜 이년 ㅈㅇㄴ큼 대꼴,0,1
17900,진짜 아무리 버텨도 100살 이전에 다 형장의 이슬로 사라지는구나 씨바꺼 자비없노,0,1
17901,ㅋ ㅋ ㅋ 짤 존나웃기네박호두 방송에서 누가 이짤로 영상후원좀 해봐라,1,0
17913,한남고객은 저런광고 산경도안씀 ㅋㅋㅋㅋ,0,1
17928,쟤 말만 저러고 존나 잘 사는거 같던데ㅋㅋㅋㅋㅋ,1,0
17951,아마존이 망해야 직구시장이랑 소매업자들이 살아남아마존 셀러수수료랑 셀러들 착취하는거 최저가 절대 아닌거 알면 베조스 대머리는 시진핑 다음가는 쓰레기인거 알게된다,0,1
17952,여자가 따먹은거맞지,0,1
17977,ㅋㅋ 거창하네 글만,1,0
17982,힘내라 울엄마도 나 어릴때 돌아가셨는데 교통사고로아빠가 나 잘 챙겨줘서결과적으로는 바르게 성장할수있었다대학붙었을때 아빠랑 술한잔하면서 고마웠다고 얘기하니까아부지 눈물흘리시더라어릴때 소풍갈때도 아버지가 새벽에 김밥싸주셨음,0,1
17990,파리바게트는 사라지고 근처에 새로 생김,1,0
17993,천벌을 받을 무능한인간 공산주의 스파이,1,0
17994,천조국 게이는 ㅇㅈ이다 이기야헬조센 살거나 갓본보다 못사는 나라 살면 나한테 말걸지 마라 이기,1,0
18025,ㅋㅋ 꺼지세연,0,1
18031,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 게이야 노무 커엽노 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
18035,진짜 무소유는 스님이 아니라 내가하네ㅠ 집도없고 차도업고 ㅅㅂ ㅠ,1,0
18037,너그 아버지 뭐하시노불끄는데요뭔불그냥 불이요나참 그래 그불 어떻게 끄는데물뿌려서 끄죠주번 뒤에 대걸래좀 가지고온나,0,1
18045,진짜 저렇게 됐으면 좋겠다 ㅅㅂ,0,1
18082,잘된 일이긴 한데먹고 살거 없으면 전세계로 퍼져 나갈듯좌파 정권일때 존나 들어오겠지,1,0
18084,헐 김계란님 설마 고ㅈ,0,1
18093,아기x무현게이는 창밖에 오줌뿌렸으니 저정도는 양반이네ㅋㅋㅋ,0,1
18119,자세가 ㅗㅜㅑ,0,1
18126,만리 방화벽으로 세상이랑 단절되니까 지들이 세상에서 바퀴벌레 취급 받는 사실을 모르고 사네,1,0
18132,조선인다운 사고방식,0,1
18138,ㄹㅇ 선넘네 즁국슈ㅔㅇ키,0,1
18140,누가되든 뭔상관이냐 둘다 미친노인넨데,0,1
18186,ㅎㄷㄷ세싱 므삽다 이기,1,0
18194,뭐든줬다 뺏는건 어려움도둑놈 새끼들도 몰수당하면 지 물건도둑맞은거 마냥 화내는법일단 자기손에들어온이상 자기꺼임,1,0
18225,이거 다음웹툰 코알랄라 닮은거같은데,1,0
18243,이거 존나 큰건인데 솔직히 가세연도 이근 그만 때리고 이거 빨리 파야한다고 본다,1,0
18247,지구 악의 근본 1위 유태인 2위 무슬림 3위 중궈,0,1
18266,댓글이 살렸노이기 ㅋㅋㅋㅋㅋㅋ ㅇㅂ,0,1
18267,박원순 좆된 것 같은데,1,0
18269,ㅏ99ㅊ7,1,0
18271,메트로충 닥 ㅁㅈㅎ,0,1
18276,이러니 재인이 같은거에 깔리지어이니들 머리속에 있는 유일무이 일인자는백인들 머리속엔 인간계엔 없음최고중 한명,0,1
18286,흑인새끼 못일어나노 자체 손묶고 대주내 ㅋㅋ,1,0
18289,아따 시방 뭔 상황이당가,0,1
18294,좀 염병좀하지마 제발좀,1,0
18303,지잡댄데 뭐,0,1
18313,택배 보내는새끼들도자기들이보내는거 건당 1400원에 계약하더만우리가환불할때 5처넌 보내면 왕복 2800원 떼고2200원 먹음물건안팔고도 이득,1,0
18314,문재앙의 나팔수 mbc 라길래눈을 씻고 다시 봤다오죽하면 나팔수까지 저러겠냐해도해도 너무 하거든,1,0
18346,노짤이라서 아무것도 안주려다가 방역수칙 지키기 위해서라면 ㅇㅂ줌,0,1
18348,익명 원주캠퍼스 잖아 ㅂㅅ아,0,1
18364,저새끼도 그저 안정권같은 생계형일 뿐이야절대 믿지마,1,0
18375,거의 뭐 새로운 톨레랑스 정신이노 ㄷㄷ 박아주의,1,0
18386,무능한 문통,1,0
18430,누워게신분이 니네 아버지셔,0,1
18436,똥남아는 반품이다해도 서유럽이랑 해라,0,1
18446,문제는 쟤한테 대놓고 반박하는 사람이 없다는게 문제임 결국 반박하면 싸우게 될텐데 역사전공자보다 역사를 잘 알겠어 역사전공생만큼 역사를 달달 꿰고 있어야 싸움이 될텐데 사실상 우리나라 대가리에 역사 줄줄꿰고 있는 사람중에 싸울만한 사람이 거의 없음,0,1
18454,술만 존나처먹으니 싫어하지거기다 매번 외상하면 더 싫어하지저녁에 안주를 팔아야 낮에 모자란거 채운다,0,1
18476,쇼하고 사진 몇 판 같이 찍어주면 예전 처럼 앵벌이 가능한건가 정신대 할머니 들도 생각 좀 하고 그만 이용당하자,0,1
18481,아니 여고생이라는 팩트도 없잖아 메갈같은년아,0,1
18482,저거 애비 간첩임,0,1
18490,와 시바얼마나 맘고생했을까줫같네,0,1
18495,코로나 없었어도 이런데 문재앙 개꿀빨음,0,1
18506,갑을병정무기경신임계 자축인묘진사오미신유술해,1,0
18522,보면 볼수록 관련자들 다 패죽이고 싶노,0,1
18529,봐서 뒤통수를 치자는 개소리를 외교적 수사로 지껄인 거네,1,0
18539,조국 니 사상이나 먼저 개혁해라,0,1
18571,아니 좌파섹히들 도대체 왜 저러냐뭔 정의 평등 말만 그렇고 사실은 존ㄴ ㅔ 양이치 집단임,1,0
18574,가즈아 임둥호랑이,1,0
18576,그리고 화웨이 부사장 죽은거그거 중국소행이라 하는데중국에서 스스로 무기를 파괴할 이유가 없지커넥션의 증거 증인을 무기삼아 바이민주당에 딜을 쳐야하는데그걸 스스로 없앴다중국이 아니라 바이민주당 쪽에서 손 쓴거라 보여짐암튼 외교가 아닌 뒷구멍 커넥션은 지킬 필요가 없는거임특히 갑의 입장 강자의 입장에선이용해 먹고 쓰고 버리고 잘라내는거지그래서 목을 조르는게 아닌 목을 잘라 죽인다고 한거아무리 민주당이 공화당과 트럼프와 지지고 볶아도제 식구들 물어뜯을 광견병걸린 개새끼를 집에 들일수는 없는거임잠깐 사냥개로 쓰다가 죽여야지,0,1
18586,오 ㅅㅂ 좋은데 사네 거기 어떠냐 인종차별 있냐 쟙들 많냐 살기 좋냐,1,0
18589,물부족 국가 가능성을 보고 사대강 공사했지앞으로 가능성은 있다고 보지,0,1
18595,진짜 산채로 태워죽여야한다,0,1
18600,치매걸렸음 걍 내려와라 험한꼴 나도 보기싫다,1,0
18608,이제는 부정선거로 표 만들고 투표 사기질 도둑질 하면 되는데 꿀릴게 뭐 있겠노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ415부정선거 못 봤냐 ㅋㅋㅋㅋ이거 바로 못 잡으면 문재앙 민주당 영구집권으로 북괴나 중국 노예 식민지 되는거야,0,1
18620,고생 많았다 이기,0,1
18626,나는 니가반드시나라 말아먹는다에한표,0,1
18647,도둑 제발 저려서 도둑놈들 쫌 잡자 지구를 다훔쳐간다,1,0
18673,진짜 노무나마이트 명짤이다 ㅅㅂㅋㅋㅋㅋㅋㅋㅋ,0,1
18685,예수는구주 뭘 검색하면 될까요니 논리는 인터넷 검색으로 해결되냐니가 생각하는걸 여기다가 씨부려봐라,0,1
18691,개지린다 시바 상상만해도 개지리네 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0,1
18696,평균이면 체감상 작음 국어 평균 5등급이잖아 공부 ㅈㄴ못해보이듯이,1,0
18736,애초에 조선이랑 삼국이랑 다른 나라임 조선은 그냥 북방민족들 피가 너무 많이 섞임 신라는 튀르크족 국가라 중앙 아시아 양식이 예쁘고 백제는 중국 남조 문명 양식이 돋보엿고 고구려는 다민족 전투국가라 투박한게 멋잇엇는데 조선은 여진계가 세우고 몽골피 많이 섞이고 명나라 따까리라 그런지 멋대가리 없어짐,0,1
18749,당연하지 ㅅㅂ,1,0
18757,이거 짤방에 내가 미리 썼는데 그 새끼가 퍼와서 ㅇㅂ간거다그 새끼 지금 글삭튀했다,1,0
18758,리사 쑤,1,0
18774,정의구현 잘했도다,1,0
18797,얘는 평소 표정부터가 너무 썩어있드라,1,0
18800,몸캠 잇노,0,1
18802,태극기부대들은 U2가 그저 정찰기종류인줄 알겠지요 교양이나 식견이 있었다면 그리 되지않았을테니까요 무식이 죄입니다,0,1
18803,대가리 나빠서 계산을 잘못했음감빵갈줄 몰랐겠지,0,1
18855,대중은 저런 실무 전문가의 판단을 듣기원하니까 패널로 초빙된거겠지저 내용 그대로 한국의 4 15 부정 선거에도 적용될 수 있지만 개돼지들은 남의 일처럼 조용함아프리카보다도 못한 간첩 정권 노예민국 클라쓰미베인한국 총선은 사기극이라고 말한 미시건대 미베인 교수는 선거 사기 테스트와 측정 분야에서 세계적 권위자통계학적으로 분석하는데 적중률이 짱 높음미베인이 부정으로 판정했던 이란 터키 러시아 온두라스 콩고 케냐 이라크 볼리비아 등의 선거 모조리 부정인게 드러남,1,0
18862,나 2013년에 가입햇지만 일게이들도 참 사람이구나 싶네 오늘 밤은 유난히 길듯하다,0,1
18881,일안하는 자한당 나부랭이들,1,0
18883,먼저 이건희 회장님의 명복을 빕니다이건희 같은 사람은 두번다시 나오지 안을거다문재앙 같은 새키보다 차라리 이건희 회장님이 대통령 했으면 한국 이꼴 안났지 ㅋ,0,1
18891,이젠 별 그지같은것들까지 시위를하네,0,1
18892,그럼 무현이는,0,1
18899,혹시 관계자 성함이 야동왕,0,1
18910,넌 그냥 계속 입 쳐닫고 살아 찐따처럼 그랬던것 처럼 앞으로도 계속,0,1
18912,저런말한적없음 이새끼주작임,1,0
18923,돈은 벌고싶어서 킁킁대면서 한국어도 배우고 한국에도 살고 한국사이트도 기웃대는데지는 중화인이요 조선족이요 하면서 대접한번 받아보고싶고근데 공산당애들은 니 바퀴벌레같은 존재를 알기라도 하냐건강보험은 씨발 어휴 기생충같은 새끼들 오래는 살고싶나보지좆중국에서 버림받아서 여기와서 건강보험 타먹는주제에 말이많어,1,0
18924,미래통합당과 박근혜 꼴 나는 거냐,1,0
18930,섹스는 김대중이 제일 더럽지 친구 부인이희호하고 바람 첫번째 부인 자살 이희호랑 잘 살면서도 미국에가서 당시 18살이랑 섹스해서 애 낳음 그 분도 자살함,1,0
18940,존나좋은데사네 씨발 삼청동 언덕길가보면 죄다 드라마에나 나올법한 재벌집들만있던대,1,0
18955,나트륨덩어리 김치는해장국은 된장찌개는 김치째개는,1,0
18964,쟤네들도 이제 식상해서 안통할거 같은데ㅁㅈㅎ,0,1
18965,그래도 박정희가 자기 와이프인 육영수가 죽고난 이후에 여대생 주물럭 거린거니까 좀 봐줘라최소한 대중이처럼 지 와이프가 두눈뜨고 말짱히 살아있는데도 불구하고 다른여자 질싸해서 임신 시킨거는 아니잖아,0,1
18972,전에 소방관일게이가 짤올렸눈데 소방관 개꿀빤다고 기숙사에 소주병 뒹굴고 맨날쳐잔다고 글올렸었다,1,0
18973,23천 부르면 합의안됌5001000받고 합의하고 변호사 100주면 됌쥐를 막다른 길로 몰면 가랑이 벌리고 뒈짐ㅋㅋ,0,1
19011,짤 ㅈㄴ명쾌하네ㅋㅋ,0,1
19023,나도 섹스 하고 싶다,1,0
19025,리니지에서 ㅇㅂ 존나 까던데 ㅋ,1,0
19026,ㅇㄱㄹㅇ 시부레 세금이라고는 쥐꼬리만한 소득세에 부과세나 내면서 오히려 세금 제테크로 혜택은 더 오지게 받는것들이 세금이 어떻게 매겨지는건지 쳐 알아야지 그냥 100억이니까 10억 초과 45 ㅋㅋㅋ 똥글 오지게 싸지르네 시부레 비과세 구간 소득공제 구간 100억 소득이면 보통 사업자인데 그래도 70억이상 들고감 그리고 상속세 비과세 빼고 뭐하고 100 재산 제대로 신고하고 상속세 내는놈 대한민국에 10명 있냐,0,1
19074,힘 부치제 ㅁㅊ 진짜 돌랏나 보는 내가 다 화나네요,0,1
19075,대가리깨져도 이명박그네탓 ㅇㅇ 주문을외워 마음편해져,0,1
19077,먼개소리야 잘사는 애들도 많은데,0,1
19086,조선족은 연변으로,0,1
19089,그건 핑계고 종주국에서 지들 메달권 방어 한거지저기술 주면 레슬링 출신들한테 지들이 항상 강간 당하니까어차피 하체기슬 막았다고 비인기정목이 인기정먹 되는것도 아님,0,1
19091,첫 짤 저 백발아재 아직도 앵커하네 게이였지 아마,0,1
19095,행게이 만베 넘나고맙다,1,0
19108,제정신임늙어서 진짜 볼품없네,0,1
19110,성희롱 평균 3천이지 거기에 카톡방이 돌림빵까지 ㅋㅋ 1억 충분하다,0,1
19144,허리도 통짜에 피부도 저렇게 더러운데 사진은 왜 찍는거냐,0,1
19148,강씨가 전라도야,1,0
19155,불법촬영물 올리고 빤쓰런한 야동에 미치다,0,1
19178,즐이 뭐야,0,1
19188,그니까 싸게 공급해야지 멍충아,1,0
19194,저때 여자들 보징어넴새 미쳤을듯,0,1
19195,쓰레기통에 처박혔을텐데,0,1
19196,살짝 눈가가 젖었다 오늘은 너 짱먹어라,1,0
19201,개콘 망할만하네,0,1
19215,꼴등 ㅋㅋㅋㅋㅋ야 기분좋다하고 2틀만에 빤스런 집에감 ㅋㅋㅋ,1,0
19218,짬짜면은 A와B가 나란히 병존하는거니까 다르다좀 정확히 말하면 이종교배라고 해서 ABAB같은 개념이라 감자와 토마토가 섞인 포마토같은거라고나 할까,1,0
19225,디카프리오나였으면 인터뷰고 연예계고 나발이고 키스 박았다,0,1
19227,근데 부정선거라고 떠드는 새끼들도 개븅신새끼들가세연이고 김소연이고 민경욱이고 다 문제야아니 부정선거 할거라고 예상한 사람들이 얼마나 많았는데현역 국회의원 후보라는 작자들이 강건너 불구경 했놓고이제와서 떠드는것도 정상은 절대 아니지 아니야,1,0
19231,ㄱㅋㅋㅋㅋㅋㅋㅋ아 존나웃기노ㅋㅋㅋ신박하노,1,0
19247,ㅇㅇ 똥무더기 옆에서 애 주사기꼽을라고하다가 권총 첫발쏠때 옆에잇엇는데원빈이 손짓으로 옆으로 지키라고 까딱까딱 하는데그때 여자 아역배우임그때 그씬에 아역배우10명정도인데 누군지 찾아줘,1,0
19250,어지간히좀 해처먹어라 이제는국민통신료2만원 명분세워서 기사챠올리냐 얼마나 해처먹엇길레 국민명분을파냐 진짜 꼴봐기싫네,0,1
19279,감염사실이 마피아게임때문이었다고 보는 기레기야 에라이 연습중에는 마스크쓰고 연습하냐,1,0
19282,방송봤는데 여자 좀 어려보이고 몸매도 나쁘지 않은것깉아서 생리대는 좀 팀나더라,0,1
19284,존나 스윗해,1,0
19312,존나 부럽누,1,0
19320,이거 보고 민주화 때림시발 팩트일베에서 구라를 퍼나르노,1,0
19323,저거 뽑은 놈들은 진짜 벌받는다,0,1
19334,그래 미안하다 이기 내가 취향존중을 안해줬노 나도 7번째가 있지만 내 취향은 이글이랑 딱 맞는거 같다 이기,0,1
19358,아니 근데 이해가 안되는데 몰카찍고 공유하는거 요즘 한국에서 민감한 사안인데 미친거 아니냐 생각해보니까 합의금 3천도 싼거같은데 저거 징역에 전자발찌감 아니냐 5천받아라,0,1
19359,한국인 많이 죽인 중공통일 방해한 중공국토 파괴 중공원수의 나라,0,1
19379,그러게 ㄹㅇ 딱 ㄹㄷ 인성 수준 인증 하는지 ㅋㅋ멀리 예를 들 필요도 없이 전쟁 난거 생명 다해 살려주고 먹여주고 입혀주고 재워 줬더니 반미 하는 개 ㅅㅂ ㅃㄱㅇ 것들 처럼은혜를 모르는 것들은 ㄹㅇ 금수 이하로 대우 해줘야지,0,1
19380,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 촛나웃기네,0,1
19406,풀발 풀소유 ㄹㅇ 속세템 갑부,1,0
19416,이게 일베 수준이다,0,1
19427,천멸중공좆선족 멸망 기원,1,0
19428,드웨인 존슨 더 락 이 사모아 섬 혈통 미국인이라나중에 일부러 부족정신을 기리는 차원에서 전통 문신을 함아시아계 폴리네시안들이랑 같은 부위에 새긴 어부 문신인데 문양이 독특함,1,0
19433,뭐야 시발 왜 서노는 아저씬데 류준열은 오빠야 둘이 동갑이잖악,1,0
19436,얘 경찰청장보고 뭐라 하는게 존나 역겹더라 ㅋㅋ양심이 있으시면 물러나야 하는거 아닙니까비겁하게 자리에 연연하십니까요래 말함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ지금 지보고 하는말 잼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
19437,문재인 새해복 존나 많이 받으세요7,1,0
19440,청와대 돼지와 광주 질본 돼지,0,1
19447,죽긴 왜 죽어,1,0
19460,잡았다 요놈,1,0
19482,대가리 존나 크다 롹커인가,1,0
19483,같이 대가리 오분간 박자 ㅠㅠ,0,1
19485,문재앙이 저런 비행청소년을 만들어내고있다 경제외교안보 다개작살,0,1
19503,똥오줌도 안싼다고 해도 믿어야겠네 ㅋ,1,0
19506,대체 왜 국민세금으로 정치성향이 한 쪽으로 짙은 방송을 지원하는거냐 ㅅㅂ,1,0
19511,ㅋㅋㅋㅋ 팩트쳐먹고 아가리폭파되서 케스터네츠 짝짝거리고있다 ㅋㅋ,0,1
19518,최고다최고다해주니까 선을넘네,0,1
19530,에르메스 인정,1,0
19531,원글 논리 대로라면 놀러간 거든 상업이든 시발 사적목적이잖슴,0,1
19565,아 미친듯이 쪼겠다 글 지우지마라 존나 웃기다 ㅋㅋㅋ,1,0
19570,나같으면 오뎅 꼬치로 경동맥 찔러 죽였음,0,1
19580,문빠들의 수가 100만 쯤 되는듯,0,1
19594,명동 망한건 다 자업자득이지쭝궈에 빌붙던 자들은 이참에 물갈이되고새로운 명동으로 거듭나야지,0,1
19613,애가 무슨죄라고이뻐해도 모자랄 판에,1,0
19624,저명한 미베인,1,0
19648,제주도 전라도 우방국임,0,1
19689,홍진영 너는왜 거기 있니,1,0
19697,기독청 도ㄹ ㅏㅇ ㅣ네,0,1
19698,당신은 사랑받기위해 태어난 사람,1,0
19713,발열체크에 아무이상없었으니 의심은갔어도 단순감기라고 생각했을수있겠네광주는 18코로나지뢰밭,0,1
19716,ㅇㅇ그런거 같어회사에서도 조용히 덮자는 식으로 마무리개인합의 본다길래 5000 미만 합의 하지말랬더니 상대방 돈없다고 배째 시전결국 피해자가 3000으로 깎아주기로 했는데그 3000도 일시불이 아닌 분납ㄷㄷ개호구 맞지,0,1
19719,너 미쳤니,0,1
19724,오우 섹 매니아,0,1
19753,너는 이미 좌빨이잖아 ㅋㅋㅋ 너랑같이되긴 싫긴하네,0,1
19761,개색기들 증거없었으면 끝까지 오리발 내밀었을거아냐 폐업해라,0,1
19772,솔까말 박지선은 머리만 길고 공부만 잘할뿐일게이들과 비슷한 삶을 살아서 감정이입 오진다남일같지가 않다이기,0,1
19805,여자는 안그런거같냐여자도 자위하고지룰연병함남자애들시키면 인권문제 운운하는데여자가제정신이 아닐확률더높다알고뽑아라난사람뽑을떄 여자는 믿고거른다문제100퍼생김결혼해서 애하나 낳는용이 끝임,0,1
19811,ㅁㅊ 똥베틀 글 싸지른 것 좀 봐라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0
19857,ㅇㅂ에 미친놈이 많다는걸 다시한번 느낀다,0,1
19862,아니 뭐야 요새 ㅡㅡ 말종들 왤케 많아,1,0
19870,ㅇㅇ평소에 인사만하는사이한테 노무땅크하는건 뻘쭘일송합니다,0,1
19937,남자는 솔직히 못생겨도 존나게 못생긴거 아니면 오히려 이쁜여자하고 결혼할수있는거같아 젊을때나 남자나 여자나 이쁘고 잘생긴거 따지지 결혼생활하면 오히려 여자는 잘생긴남자와 동등하게 있는거보다 편안하게 해주고 자기를 위해 희생해줄수있는 사람을 자연스레 원하는거같음 사회생활도 힘든데 밀당하면서 연애하듯이 결혼생활하는거는 내가 여자입장이라도 스트레스받을거같음반대로 남자는 이쁜여자 아니면 솔직히 거리감 두는게 사실인거같음 다른것도 보겠지만 다른조건 아무리 좋아도 얼굴이 맘에 안들면 거리감을 엄청 크게 두는거같음 여기서 왜 이런얘기하는건진 모르겠지만 박지선씨같은 경우는 도대체 무슨일이 있었는지 정확히 조사해볼 필요가 있을듯,0,1
19946,걸레는 미래의 니딸 처럼,0,1
19982,상생은 얼어죽을 대주주 양도세 3억 이건 말이야 방구야 기관 외인은 한푼도 안 걷으면서 힘없는 개미들 돈만 얍실하게 쪽쪽 빼먹을라고웃기지도 않는다상생이란 단어는 개나 줘버려라,1,0
19994,뭔애미터진소리임 ㅋㅋ내가 초상권침해로 안된다고 말했고너는 초상권침해가 맞다며 ㅋㅋ 거기에 한술더떠 초상권침해로유무죄가 판결된다며 ㅋㅋ애초에 초상권침해랑 명예훼손은 보호법익이 다른데 왜자꾸 씹쏘리하는지모르겠네잘모르면 그렇구나 하가 배워가라,1,0
20002,저 냔방이 부정이 여러건 있다고 했는데 주장한 수 보다 실질적으로는 주장한 수보다 적다고 지적 당해서 수정했다고 하는데 부정이 있었던건 사실은 사실이지 물타기 하려는 니가 좆족 같은데,1,0
20016,ㅆㅂ꺼 84년생인데 남일이 아니다 돈은 착착버는데 워커홀릭 10년넘게하다 돌아보니까 내가 머땜에 이리사는지 몰겠다 그렇다고 계속 해오던일 안하고 띵가띵가 쉬면 죽을듯,0,1
20024,리얼돌반대하는 남자들이 더쓰레기들이지 적당한가격에 내가원하는 체형만져보고 딸한번친다는데,0,1
20027,진짜 징하다 구치,0,1
20034,막줄서 ㅇㅂ 존나카리스마 있어,1,0
20066,눈치게임 졌노 ㅋㅋ,0,1
